condition k rep method nodeAge trueBrlen estBrlen
s5c3 k10 r1 problin 189 42.0 292.337
s5c3 k10 r1 problin 189 42.0 0.833333
s5c3 k10 r1 problin 190 41.0 0.833335
s5c3 k10 r1 problin 190 45.0 80.1997
s5c3 k10 r1 problin 206 34.0 54.5728
s5c3 k10 r1 problin 210 38.0 146.879
s5c3 k10 r1 problin 210 78.0 197.015
s5c3 k10 r1 problin 211 39.0 54.5728
s5c3 k10 r1 problin 211 39.0 146.879
s5c3 k10 r1 problin 212 35.0 115.731
s5c3 k10 r1 problin 213 36.0 0.833333
s5c3 k10 r1 problin 216 6.0 0.833335
s5c3 k10 r1 problin 216 26.0 0.833333
s5c3 k10 r1 problin 216 71.0 80.2017
s5c3 k10 r1 problin 216 27.0 292.337
s5c3 k10 r1 problin 216 27.0 292.337
s5c3 k10 r1 problin 216 27.0 67.6387
s5c3 k10 r1 problin 216 27.0 0.833333
s5c3 k10 r1 problin 216 6.0 115.732
s5c3 k10 r1 problin 216 6.0 0.833333
s5c3 k10 r1 problin 216 6.0 0.833335
s5c3 k10 r1 problin 216 84.0 44.5072
s5c3 k10 r1 problin 216 5.0 0.833333
s5c3 k10 r1 problin 216 5.0 0.833333
s5c3 k10 r1 problin 216 10.0 0.833333
s5c3 k10 r1 problin 216 10.0 0.833333
s5c3 k10 r1 problin 216 26.0 0.833335
s5c3 k10 r1 problin 216 26.0 0.833335
s5c3 k10 r1 problin 216 5.0 0.833335
s5c3 k10 r1 problin 216 67.0 292.337
s5c3 k10 r1 problin 216 126.0 0.833333
s5c3 k10 r1 problin 216 5.0 0.833335
s5c3 k10 r1 problin 216 4.0 0.833335
s5c3 k10 r1 problin 216 4.0 0.833335
s5c3 k10 r1 problin 216 3.0 0.833333
s5c3 k10 r1 problin 216 3.0 0.833333
s5c3 k10 r1 problin 216 26.0 0.833333
s5c3 k10 r1 spalin_all virtual 0 0
s5c3 k10 r1 spalin_all 42 41.0 0.833333
s5c3 k10 r1 spalin_all 48 47.0 84.0582
s5c3 k10 r1 spalin_all 83 41.0 50.9188
s5c3 k10 r1 spalin_all 90 48.0 217.965
s5c3 k10 r1 spalin_all 91 43.0 64.1878
s5c3 k10 r1 spalin_all 132 49.0 16.2489
s5c3 k10 r1 spalin_all 133 85.0 114.588
s5c3 k10 r1 spalin_all 145 54.0 56.1773
s5c3 k10 r1 spalin_all 147 56.0 54.7943
s5c3 k10 r1 spalin_all 149 59.0 31.0305
s5c3 k10 r1 spalin_all 172 39.0 41.7613
s5c3 k10 r1 spalin_all 172 89.0 112.124
s5c3 k10 r1 spalin_all 177 44.0 132.852
s5c3 k10 r1 spalin_all 189 42.0 292.337
s5c3 k10 r1 spalin_all 189 42.0 56.0293
s5c3 k10 r1 spalin_all 190 41.0 60.8178
s5c3 k10 r1 spalin_all 190 45.0 4.5947
s5c3 k10 r1 spalin_all 206 34.0 68.1693
s5c3 k10 r1 spalin_all 210 38.0 98.7897
s5c3 k10 r1 spalin_all 210 78.0 160.379
s5c3 k10 r1 spalin_all 211 39.0 43.5217
s5c3 k10 r1 spalin_all 211 39.0 102.486
s5c3 k10 r1 spalin_all 212 35.0 67.5023
s5c3 k10 r1 spalin_all 213 36.0 42.9463
s5c3 k10 r1 spalin_all 216 6.0 2.717
s5c3 k10 r1 spalin_all 216 26.0 77.196
s5c3 k10 r1 spalin_all 216 71.0 124.321
s5c3 k10 r1 spalin_all 216 27.0 2.93458
s5c3 k10 r1 spalin_all 216 27.0 94.54
s5c3 k10 r1 spalin_all 216 27.0 12.4015
s5c3 k10 r1 spalin_all 216 27.0 40.8063
s5c3 k10 r1 spalin_all 216 6.0 37.6285
s5c3 k10 r1 spalin_all 216 6.0 15.4323
s5c3 k10 r1 spalin_all 216 6.0 33.3462
s5c3 k10 r1 spalin_all 216 84.0 85.2618
s5c3 k10 r1 spalin_all 216 5.0 28.6778
s5c3 k10 r1 spalin_all 216 5.0 9.66573
s5c3 k10 r1 spalin_all 216 10.0 12.6806
s5c3 k10 r1 spalin_all 216 10.0 14.3104
s5c3 k10 r1 spalin_all 216 26.0 1.36799
s5c3 k10 r1 spalin_all 216 26.0 66.9848
s5c3 k10 r1 spalin_all 216 5.0 10.5512
s5c3 k10 r1 spalin_all 216 67.0 227.093
s5c3 k10 r1 spalin_all 216 126.0 135.584
s5c3 k10 r1 spalin_all 216 5.0 9.93742
s5c3 k10 r1 spalin_all 216 4.0 38.3153
s5c3 k10 r1 spalin_all 216 4.0 6.83567
s5c3 k10 r1 spalin_all 216 3.0 26.2083
s5c3 k10 r1 spalin_all 216 3.0 13.2315
s5c3 k10 r1 spalin_all 216 26.0 20.2975
s5c3 k10 r1 spalin_leaves virtual 0 0
s5c3 k10 r1 spalin_leaves 42 41.0 0.833335
s5c3 k10 r1 spalin_leaves 48 47.0 113.131
s5c3 k10 r1 spalin_leaves 83 41.0 41.5218
s5c3 k10 r1 spalin_leaves 90 48.0 291.673
s5c3 k10 r1 spalin_leaves 91 43.0 0.833335
s5c3 k10 r1 spalin_leaves 132 49.0 0.833335
s5c3 k10 r1 spalin_leaves 133 85.0 0.833343
s5c3 k10 r1 spalin_leaves 145 54.0 0.833335
s5c3 k10 r1 spalin_leaves 147 56.0 0.833335
s5c3 k10 r1 spalin_leaves 149 59.0 251.918
s5c3 k10 r1 spalin_leaves 172 39.0 166.77
s5c3 k10 r1 spalin_leaves 172 89.0 83.5633
s5c3 k10 r1 spalin_leaves 177 44.0 151.201
s5c3 k10 r1 spalin_leaves 189 42.0 292.337
s5c3 k10 r1 spalin_leaves 189 42.0 109.187
s5c3 k10 r1 spalin_leaves 190 41.0 0.833335
s5c3 k10 r1 spalin_leaves 190 45.0 102.546
s5c3 k10 r1 spalin_leaves 206 34.0 60.9222
s5c3 k10 r1 spalin_leaves 210 38.0 0.833335
s5c3 k10 r1 spalin_leaves 210 78.0 221.293
s5c3 k10 r1 spalin_leaves 211 39.0 37.091
s5c3 k10 r1 spalin_leaves 211 39.0 0.833333
s5c3 k10 r1 spalin_leaves 212 35.0 142.459
s5c3 k10 r1 spalin_leaves 213 36.0 0.833335
s5c3 k10 r1 spalin_leaves 216 6.0 97.5277
s5c3 k10 r1 spalin_leaves 216 26.0 45.3567
s5c3 k10 r1 spalin_leaves 216 71.0 96.5655
s5c3 k10 r1 spalin_leaves 216 27.0 0.833335
s5c3 k10 r1 spalin_leaves 216 27.0 128.433
s5c3 k10 r1 spalin_leaves 216 27.0 55.1973
s5c3 k10 r1 spalin_leaves 216 27.0 0.833335
s5c3 k10 r1 spalin_leaves 216 6.0 78.5482
s5c3 k10 r1 spalin_leaves 216 6.0 0.833335
s5c3 k10 r1 spalin_leaves 216 6.0 82.5015
s5c3 k10 r1 spalin_leaves 216 84.0 96.5662
s5c3 k10 r1 spalin_leaves 216 5.0 46.6745
s5c3 k10 r1 spalin_leaves 216 5.0 0.833335
s5c3 k10 r1 spalin_leaves 216 10.0 0.833335
s5c3 k10 r1 spalin_leaves 216 10.0 24.8917
s5c3 k10 r1 spalin_leaves 216 26.0 0.833335
s5c3 k10 r1 spalin_leaves 216 26.0 59.7402
s5c3 k10 r1 spalin_leaves 216 5.0 0.833335
s5c3 k10 r1 spalin_leaves 216 67.0 273.855
s5c3 k10 r1 spalin_leaves 216 126.0 0.833335
s5c3 k10 r1 spalin_leaves 216 5.0 28.7238
s5c3 k10 r1 spalin_leaves 216 4.0 61.7207
s5c3 k10 r1 spalin_leaves 216 4.0 0.833335
s5c3 k10 r1 spalin_leaves 216 3.0 55.2373
s5c3 k10 r1 spalin_leaves 216 3.0 0.833335
s5c3 k10 r1 spalin_leaves 216 26.0 0.833335
s5c5 k10 r1 problin 35 34.0 0
s5c5 k10 r1 problin 80 45.0 43.5017
s5c5 k10 r1 problin 88 53.0 0.833333
s5c5 k10 r1 problin 127 47.0 2.96153
s5c5 k10 r1 problin 130 50.0 73.3025
s5c5 k10 r1 problin 141 53.0 43.4127
s5c5 k10 r1 problin 177 47.0 115.524
s5c5 k10 r1 problin 178 90.0 116.802
s5c5 k10 r1 problin 181 54.0 118.494
s5c5 k10 r1 problin 183 42.0 73.3887
s5c5 k10 r1 problin 185 44.0 36.2193
s5c5 k10 r1 problin 213 36.0 0.833333
s5c5 k10 r1 problin 214 87.0 208.793
s5c5 k10 r1 problin 216 38.0 48.051
s5c5 k10 r1 problin 216 35.0 0.833333
s5c5 k10 r1 problin 216 35.0 0.833333
s5c5 k10 r1 problin 216 39.0 115.733
s5c5 k10 r1 problin 216 3.0 0.833333
s5c5 k10 r1 problin 216 3.0 0.833333
s5c5 k10 r1 problin 216 86.0 0.833333
s5c5 k10 r1 problin 216 38.0 0.833333
s5c5 k10 r1 problin 216 31.0 37.2738
s5c5 k10 r1 problin 216 31.0 0.833333
s5c5 k10 r1 problin 216 33.0 48.051
s5c5 k10 r1 problin 216 33.0 0.833333
s5c5 k10 r1 problin 216 2.0 0.833333
s5c5 k10 r1 problin 216 2.0 0.833333
s5c5 k10 r1 spalin_all 35 34.0 0
s5c5 k10 r1 spalin_all 80 45.0 27.661
s5c5 k10 r1 spalin_all 88 53.0 18.527
s5c5 k10 r1 spalin_all 127 47.0 58.9392
s5c5 k10 r1 spalin_all 130 50.0 3.67447
s5c5 k10 r1 spalin_all 141 53.0 64.4057
s5c5 k10 r1 spalin_all 177 47.0 153.683
s5c5 k10 r1 spalin_all 178 90.0 108.049
s5c5 k10 r1 spalin_all 181 54.0 78.5197
s5c5 k10 r1 spalin_all 183 42.0 89.9735
s5c5 k10 r1 spalin_all 185 44.0 18.166
s5c5 k10 r1 spalin_all 213 36.0 37.463
s5c5 k10 r1 spalin_all 214 87.0 208.793
s5c5 k10 r1 spalin_all 216 38.0 35.7443
s5c5 k10 r1 spalin_all 216 35.0 12.7755
s5c5 k10 r1 spalin_all 216 35.0 22.1635
s5c5 k10 r1 spalin_all 216 39.0 103.665
s5c5 k10 r1 spalin_all 216 3.0 4.1025
s5c5 k10 r1 spalin_all 216 3.0 4.10288
s5c5 k10 r1 spalin_all 216 86.0 115.961
s5c5 k10 r1 spalin_all 216 38.0 22.6965
s5c5 k10 r1 spalin_all 216 31.0 36.2313
s5c5 k10 r1 spalin_all 216 31.0 22.4273
s5c5 k10 r1 spalin_all 216 33.0 27.6487
s5c5 k10 r1 spalin_all 216 33.0 21.0477
s5c5 k10 r1 spalin_all 216 2.0 7.44373
s5c5 k10 r1 spalin_all 216 2.0 18.2215
s5c5 k10 r1 spalin_leaves 35 34.0 0
s5c5 k10 r1 spalin_leaves 80 45.0 0.833333
s5c5 k10 r1 spalin_leaves 88 53.0 0.833333
s5c5 k10 r1 spalin_leaves 127 47.0 0.833333
s5c5 k10 r1 spalin_leaves 130 50.0 145.181
s5c5 k10 r1 spalin_leaves 141 53.0 55.3787
s5c5 k10 r1 spalin_leaves 177 47.0 74.4738
s5c5 k10 r1 spalin_leaves 178 90.0 87.5855
s5c5 k10 r1 spalin_leaves 181 54.0 129.362
s5c5 k10 r1 spalin_leaves 183 42.0 81.23
s5c5 k10 r1 spalin_leaves 185 44.0 0.833333
s5c5 k10 r1 spalin_leaves 213 36.0 0.833333
s5c5 k10 r1 spalin_leaves 214 87.0 208.793
s5c5 k10 r1 spalin_leaves 216 38.0 68.6878
s5c5 k10 r1 spalin_leaves 216 35.0 47.0463
s5c5 k10 r1 spalin_leaves 216 35.0 0.833333
s5c5 k10 r1 spalin_leaves 216 39.0 178.512
s5c5 k10 r1 spalin_leaves 216 3.0 13.1752
s5c5 k10 r1 spalin_leaves 216 3.0 0.833333
s5c5 k10 r1 spalin_leaves 216 86.0 0.833333
s5c5 k10 r1 spalin_leaves 216 38.0 0.833333
s5c5 k10 r1 spalin_leaves 216 31.0 39.814
s5c5 k10 r1 spalin_leaves 216 31.0 0.833333
s5c5 k10 r1 spalin_leaves 216 33.0 64.2602
s5c5 k10 r1 spalin_leaves 216 33.0 0.833333
s5c5 k10 r1 spalin_leaves 216 2.0 39.2302
s5c5 k10 r1 spalin_leaves 216 2.0 0.833333
s5c7 k10 r1 problin virtual 0 0
s5c7 k10 r1 problin 18 17.0 16.7315
s5c7 k10 r1 problin 20 19.0 5.70298
s5c7 k10 r1 problin 64 46.0 0.833333
s5c7 k10 r1 problin 107 89.0 135.981
s5c7 k10 r1 problin 109 45.0 35.6823
s5c7 k10 r1 problin 112 48.0 15.1995
s5c7 k10 r1 problin 120 100.0 195.37
s5c7 k10 r1 problin 151 44.0 0.833333
s5c7 k10 r1 problin 154 47.0 0.833333
s5c7 k10 r1 problin 155 46.0 93.4412
s5c7 k10 r1 problin 155 46.0 29.7637
s5c7 k10 r1 problin 162 50.0 20.4827
s5c7 k10 r1 problin 162 50.0 74.4405
s5c7 k10 r1 problin 167 47.0 43.117
s5c7 k10 r1 problin 194 40.0 0.833333
s5c7 k10 r1 problin 194 39.0 54.436
s5c7 k10 r1 problin 194 174.0 100.899
s5c7 k10 r1 problin 196 45.0 0.833333
s5c7 k10 r1 problin 196 41.0 33.1128
s5c7 k10 r1 problin 196 41.0 29.0612
s5c7 k10 r1 problin 197 46.0 47.9452
s5c7 k10 r1 problin 198 44.0 0.833333
s5c7 k10 r1 problin 200 45.0 54.436
s5c7 k10 r1 problin 201 34.0 0.833335
s5c7 k10 r1 problin 202 40.0 100.067
s5c7 k10 r1 problin 203 41.0 32.4223
s5c7 k10 r1 problin 204 42.0 94.0562
s5c7 k10 r1 problin 204 42.0 46.0072
s5c7 k10 r1 problin 207 40.0 0.833335
s5c7 k10 r1 problin 216 9.0 0.833335
s5c7 k10 r1 problin 216 9.0 195.37
s5c7 k10 r1 problin 216 15.0 0.833335
s5c7 k10 r1 problin 216 15.0 0.833335
s5c7 k10 r1 problin 216 96.0 195.37
s5c7 k10 r1 problin 216 22.0 47.9468
s5c7 k10 r1 problin 216 22.0 0.833333
s5c7 k10 r1 problin 216 18.0 115.524
s5c7 k10 r1 problin 216 18.0 0.833333
s5c7 k10 r1 problin 216 19.0 0.833333
s5c7 k10 r1 problin 216 19.0 0.833333
s5c7 k10 r1 problin 216 20.0 0.833333
s5c7 k10 r1 problin 216 20.0 47.947
s5c7 k10 r1 problin 216 22.0 46.113
s5c7 k10 r1 problin 216 14.0 0.833333
s5c7 k10 r1 problin 216 14.0 0.833333
s5c7 k10 r1 problin 216 13.0 30.4563
s5c7 k10 r1 problin 216 13.0 0.833333
s5c7 k10 r1 problin 216 12.0 0.833333
s5c7 k10 r1 problin 216 12.0 0.833333
s5c7 k10 r1 problin 216 12.0 0.833333
s5c7 k10 r1 problin 216 12.0 48.051
s5c7 k10 r1 problin 216 22.0 94.0598
s5c7 k10 r1 problin 216 16.0 67.7162
s5c7 k10 r1 problin 216 16.0 0.833333
s5c7 k10 r1 problin 216 22.0 67.7162
s5c7 k10 r1 problin 216 22.0 0.833333
s5c7 k10 r1 problin 216 20.0 0.833333
s5c7 k10 r1 problin 216 20.0 0.833333
s5c7 k10 r1 problin 216 20.0 41.2443
s5c7 k10 r1 problin 216 20.0 41.2443
s5c7 k10 r1 spalin_all virtual 0 0
s5c7 k10 r1 spalin_all 18 17.0 0.833333
s5c7 k10 r1 spalin_all 20 19.0 50.3202
s5c7 k10 r1 spalin_all 64 46.0 37.3927
s5c7 k10 r1 spalin_all 107 89.0 195.37
s5c7 k10 r1 spalin_all 109 45.0 12.3445
s5c7 k10 r1 spalin_all 112 48.0 53.0853
s5c7 k10 r1 spalin_all 120 100.0 195.37
s5c7 k10 r1 spalin_all 151 44.0 50.6493
s5c7 k10 r1 spalin_all 154 47.0 62.9972
s5c7 k10 r1 spalin_all 155 46.0 119.589
s5c7 k10 r1 spalin_all 155 46.0 71.5242
s5c7 k10 r1 spalin_all 162 50.0 6.51937
s5c7 k10 r1 spalin_all 162 50.0 77.7358
s5c7 k10 r1 spalin_all 167 47.0 93.5372
s5c7 k10 r1 spalin_all 194 40.0 29.9083
s5c7 k10 r1 spalin_all 194 39.0 32.3337
s5c7 k10 r1 spalin_all 194 174.0 66.7597
s5c7 k10 r1 spalin_all 196 45.0 44.5353
s5c7 k10 r1 spalin_all 196 41.0 37.3208
s5c7 k10 r1 spalin_all 196 41.0 78.8818
s5c7 k10 r1 spalin_all 197 46.0 49.348
s5c7 k10 r1 spalin_all 198 44.0 20.5545
s5c7 k10 r1 spalin_all 200 45.0 46.1822
s5c7 k10 r1 spalin_all 201 34.0 141.436
s5c7 k10 r1 spalin_all 202 40.0 109.976
s5c7 k10 r1 spalin_all 203 41.0 37.1165
s5c7 k10 r1 spalin_all 204 42.0 88.1607
s5c7 k10 r1 spalin_all 204 42.0 50.7473
s5c7 k10 r1 spalin_all 207 40.0 53.8557
s5c7 k10 r1 spalin_all 216 9.0 35.531
s5c7 k10 r1 spalin_all 216 9.0 28.011
s5c7 k10 r1 spalin_all 216 15.0 12.7948
s5c7 k10 r1 spalin_all 216 15.0 30.8113
s5c7 k10 r1 spalin_all 216 96.0 195.37
s5c7 k10 r1 spalin_all 216 22.0 6.4075
s5c7 k10 r1 spalin_all 216 22.0 35.1895
s5c7 k10 r1 spalin_all 216 18.0 101.9
s5c7 k10 r1 spalin_all 216 18.0 2.7461
s5c7 k10 r1 spalin_all 216 19.0 55.0842
s5c7 k10 r1 spalin_all 216 19.0 18.2827
s5c7 k10 r1 spalin_all 216 20.0 34.2285
s5c7 k10 r1 spalin_all 216 20.0 43.1925
s5c7 k10 r1 spalin_all 216 22.0 57.7972
s5c7 k10 r1 spalin_all 216 14.0 38.2223
s5c7 k10 r1 spalin_all 216 14.0 1.3386
s5c7 k10 r1 spalin_all 216 13.0 42.3908
s5c7 k10 r1 spalin_all 216 13.0 21.9317
s5c7 k10 r1 spalin_all 216 12.0 31.497
s5c7 k10 r1 spalin_all 216 12.0 21.8717
s5c7 k10 r1 spalin_all 216 12.0 36.1395
s5c7 k10 r1 spalin_all 216 12.0 46.5602
s5c7 k10 r1 spalin_all 216 22.0 102.646
s5c7 k10 r1 spalin_all 216 16.0 64.0302
s5c7 k10 r1 spalin_all 216 16.0 22.2283
s5c7 k10 r1 spalin_all 216 22.0 36.7742
s5c7 k10 r1 spalin_all 216 22.0 32.8345
s5c7 k10 r1 spalin_all 216 20.0 27.1248
s5c7 k10 r1 spalin_all 216 20.0 17.1703
s5c7 k10 r1 spalin_all 216 20.0 20.8285
s5c7 k10 r1 spalin_all 216 20.0 43.965
s5c7 k10 r1 spalin_leaves virtual 0 0
s5c7 k10 r1 spalin_leaves 18 17.0 0.833333
s5c7 k10 r1 spalin_leaves 20 19.0 0.833335
s5c7 k10 r1 spalin_leaves 64 46.0 0.833335
s5c7 k10 r1 spalin_leaves 107 89.0 186.945
s5c7 k10 r1 spalin_leaves 109 45.0 0.833335
s5c7 k10 r1 spalin_leaves 112 48.0 0.833333
s5c7 k10 r1 spalin_leaves 120 100.0 195.37
s5c7 k10 r1 spalin_leaves 151 44.0 0.833335
s5c7 k10 r1 spalin_leaves 154 47.0 84.8213
s5c7 k10 r1 spalin_leaves 155 46.0 115.21
s5c7 k10 r1 spalin_leaves 155 46.0 96.5633
s5c7 k10 r1 spalin_leaves 162 50.0 0.833335
s5c7 k10 r1 spalin_leaves 162 50.0 75.286
s5c7 k10 r1 spalin_leaves 167 47.0 0.833335
s5c7 k10 r1 spalin_leaves 194 40.0 86.9563
s5c7 k10 r1 spalin_leaves 194 39.0 69.0023
s5c7 k10 r1 spalin_leaves 194 174.0 121.876
s5c7 k10 r1 spalin_leaves 196 45.0 0.833335
s5c7 k10 r1 spalin_leaves 196 41.0 49.2355
s5c7 k10 r1 spalin_leaves 196 41.0 40.5203
s5c7 k10 r1 spalin_leaves 197 46.0 66.7402
s5c7 k10 r1 spalin_leaves 198 44.0 0.833335
s5c7 k10 r1 spalin_leaves 200 45.0 0.833335
s5c7 k10 r1 spalin_leaves 201 34.0 23.6153
s5c7 k10 r1 spalin_leaves 202 40.0 158.14
s5c7 k10 r1 spalin_leaves 203 41.0 61.1163
s5c7 k10 r1 spalin_leaves 204 42.0 71.7313
s5c7 k10 r1 spalin_leaves 204 42.0 0.833333
s5c7 k10 r1 spalin_leaves 207 40.0 0.833335
s5c7 k10 r1 spalin_leaves 216 9.0 0.833335
s5c7 k10 r1 spalin_leaves 216 9.0 118.413
s5c7 k10 r1 spalin_leaves 216 15.0 0.833335
s5c7 k10 r1 spalin_leaves 216 15.0 61.5747
s5c7 k10 r1 spalin_leaves 216 96.0 195.37
s5c7 k10 r1 spalin_leaves 216 22.0 50.7592
s5c7 k10 r1 spalin_leaves 216 22.0 0.833335
s5c7 k10 r1 spalin_leaves 216 18.0 113.334
s5c7 k10 r1 spalin_leaves 216 18.0 0.833335
s5c7 k10 r1 spalin_leaves 216 19.0 0.833335
s5c7 k10 r1 spalin_leaves 216 19.0 69.8387
s5c7 k10 r1 spalin_leaves 216 20.0 0.833335
s5c7 k10 r1 spalin_leaves 216 20.0 98.2493
s5c7 k10 r1 spalin_leaves 216 22.0 22.0963
s5c7 k10 r1 spalin_leaves 216 14.0 40.618
s5c7 k10 r1 spalin_leaves 216 14.0 0.833335
s5c7 k10 r1 spalin_leaves 216 13.0 72.4862
s5c7 k10 r1 spalin_leaves 216 13.0 0.833335
s5c7 k10 r1 spalin_leaves 216 12.0 65.7172
s5c7 k10 r1 spalin_leaves 216 12.0 0.833335
s5c7 k10 r1 spalin_leaves 216 12.0 0.833335
s5c7 k10 r1 spalin_leaves 216 12.0 93.4482
s5c7 k10 r1 spalin_leaves 216 22.0 77.9875
s5c7 k10 r1 spalin_leaves 216 16.0 66.8958
s5c7 k10 r1 spalin_leaves 216 16.0 73.4567
s5c7 k10 r1 spalin_leaves 216 22.0 63.5368
s5c7 k10 r1 spalin_leaves 216 22.0 0.833335
s5c7 k10 r1 spalin_leaves 216 20.0 38.2122
s5c7 k10 r1 spalin_leaves 216 20.0 0.833335
s5c7 k10 r1 spalin_leaves 216 20.0 0.833333
s5c7 k10 r1 spalin_leaves 216 20.0 63.9472
s6c3 k10 r1 problin 19 18.0 0
s6c3 k10 r1 problin 70 51.0 16.4664
s6c3 k10 r1 problin 72 53.0 48.356
s6c3 k10 r1 problin 114 44.0 56.085
s6c3 k10 r1 problin 117 45.0 14.0756
s6c3 k10 r1 problin 118 46.0 32.3385
s6c3 k10 r1 problin 119 49.0 61.9382
s6c3 k10 r1 problin 160 46.0 39.4833
s6c3 k10 r1 problin 161 44.0 104.039
s6c3 k10 r1 problin 162 48.0 93.8962
s6c3 k10 r1 problin 165 46.0 0.833333
s6c3 k10 r1 problin 166 48.0 0.833333
s6c3 k10 r1 problin 168 51.0 104.039
s6c3 k10 r1 problin 170 52.0 37.864
s6c3 k10 r1 problin 171 52.0 88.2028
s6c3 k10 r1 problin 202 37.0 88.032
s6c3 k10 r1 problin 207 45.0 0.833333
s6c3 k10 r1 problin 208 43.0 88.032
s6c3 k10 r1 problin 209 43.0 85.8283
s6c3 k10 r1 problin 212 51.0 0.833333
s6c3 k10 r1 problin 214 48.0 37.8813
s6c3 k10 r1 problin 216 8.0 0.833333
s6c3 k10 r1 problin 216 9.0 0.833333
s6c3 k10 r1 problin 216 56.0 54.5748
s6c3 k10 r1 problin 216 56.0 54.5748
s6c3 k10 r1 problin 216 48.0 67.716
s6c3 k10 r1 problin 216 48.0 0.833333
s6c3 k10 r1 problin 216 55.0 67.7165
s6c3 k10 r1 problin 216 4.0 0.833333
s6c3 k10 r1 problin 216 8.0 0.833333
s6c3 k10 r1 problin 216 4.0 0.833333
s6c3 k10 r1 problin 216 7.0 0.833333
s6c3 k10 r1 problin 216 7.0 0.833333
s6c3 k10 r1 problin 216 2.0 0.833333
s6c3 k10 r1 problin 216 2.0 0.833333
s6c3 k10 r1 problin 216 46.0 48.051
s6c3 k10 r1 problin 216 46.0 0.833333
s6c3 k10 r1 problin 216 14.0 0.833333
s6c3 k10 r1 problin 216 14.0 0.833333
s6c3 k10 r1 problin 216 45.0 0.833333
s6c3 k10 r1 problin 216 45.0 0.833333
s6c3 k10 r1 problin 216 54.0 67.7392
s6c3 k10 r1 problin 216 9.0 67.6003
s6c3 k10 r1 spalin_all 19 18.0 0
s6c3 k10 r1 spalin_all 70 51.0 37.7973
s6c3 k10 r1 spalin_all 72 53.0 5.58968
s6c3 k10 r1 spalin_all 114 44.0 20.4017
s6c3 k10 r1 spalin_all 117 45.0 74.0242
s6c3 k10 r1 spalin_all 118 46.0 61.0965
s6c3 k10 r1 spalin_all 119 49.0 71.7475
s6c3 k10 r1 spalin_all 160 46.0 45.2455
s6c3 k10 r1 spalin_all 161 44.0 79.4577
s6c3 k10 r1 spalin_all 162 48.0 106.099
s6c3 k10 r1 spalin_all 165 46.0 32.516
s6c3 k10 r1 spalin_all 166 48.0 15.1928
s6c3 k10 r1 spalin_all 168 51.0 101.711
s6c3 k10 r1 spalin_all 170 52.0 65.5525
s6c3 k10 r1 spalin_all 171 52.0 78.6845
s6c3 k10 r1 spalin_all 202 37.0 47.7807
s6c3 k10 r1 spalin_all 207 45.0 16.6373
s6c3 k10 r1 spalin_all 208 43.0 70.1752
s6c3 k10 r1 spalin_all 209 43.0 42.952
s6c3 k10 r1 spalin_all 212 51.0 8.96652
s6c3 k10 r1 spalin_all 214 48.0 71.8325
s6c3 k10 r1 spalin_all 216 8.0 42.1637
s6c3 k10 r1 spalin_all 216 9.0 32.0813
s6c3 k10 r1 spalin_all 216 56.0 51.2847
s6c3 k10 r1 spalin_all 216 56.0 176.995
s6c3 k10 r1 spalin_all 216 48.0 27.131
s6c3 k10 r1 spalin_all 216 48.0 16.332
s6c3 k10 r1 spalin_all 216 55.0 117.275
s6c3 k10 r1 spalin_all 216 4.0 29.1172
s6c3 k10 r1 spalin_all 216 8.0 10.7622
s6c3 k10 r1 spalin_all 216 4.0 11.462
s6c3 k10 r1 spalin_all 216 7.0 21.9922
s6c3 k10 r1 spalin_all 216 7.0 30.6527
s6c3 k10 r1 spalin_all 216 2.0 11.9562
s6c3 k10 r1 spalin_all 216 2.0 14.4916
s6c3 k10 r1 spalin_all 216 46.0 48.4695
s6c3 k10 r1 spalin_all 216 46.0 80.1775
s6c3 k10 r1 spalin_all 216 14.0 23.706
s6c3 k10 r1 spalin_all 216 14.0 8.09577
s6c3 k10 r1 spalin_all 216 45.0 27.7083
s6c3 k10 r1 spalin_all 216 45.0 0.833333
s6c3 k10 r1 spalin_all 216 54.0 52.8447
s6c3 k10 r1 spalin_all 216 9.0 30.7557
s6c3 k10 r1 spalin_leaves 19 18.0 0
s6c3 k10 r1 spalin_leaves 70 51.0 0.833333
s6c3 k10 r1 spalin_leaves 72 53.0 0.833343
s6c3 k10 r1 spalin_leaves 114 44.0 63.8273
s6c3 k10 r1 spalin_leaves 117 45.0 0.833333
s6c3 k10 r1 spalin_leaves 118 46.0 102.763
s6c3 k10 r1 spalin_leaves 119 49.0 68.5922
s6c3 k10 r1 spalin_leaves 160 46.0 0.833333
s6c3 k10 r1 spalin_leaves 161 44.0 193.52
s6c3 k10 r1 spalin_leaves 162 48.0 89.0295
s6c3 k10 r1 spalin_leaves 165 46.0 0.833333
s6c3 k10 r1 spalin_leaves 166 48.0 0.833333
s6c3 k10 r1 spalin_leaves 168 51.0 180.385
s6c3 k10 r1 spalin_leaves 170 52.0 0.833333
s6c3 k10 r1 spalin_leaves 171 52.0 64.2762
s6c3 k10 r1 spalin_leaves 202 37.0 57.1748
s6c3 k10 r1 spalin_leaves 207 45.0 0.833335
s6c3 k10 r1 spalin_leaves 208 43.0 102.607
s6c3 k10 r1 spalin_leaves 209 43.0 100.292
s6c3 k10 r1 spalin_leaves 212 51.0 0.833333
s6c3 k10 r1 spalin_leaves 214 48.0 0.833343
s6c3 k10 r1 spalin_leaves 216 8.0 56.7637
