model treeID cellID true_x true_y estimated_x estimated_y
Gaussian s2c9 186_3 261.0 231.0 280.68913626056445 230.11116264687678
Gaussian s2c9 180_4 274.0 212.0 277.6960420531843 214.05473098330134
Gaussian s3c1 20_1 418.0 459.0 438.5380276374159 446.70687945560155
Gaussian s3c1 68_1 409.0 455.0 416.2764192331475 450.14877342769347
Gaussian s3c1 121_1 418.0 449.0 412.1123435414893 447.0792637017449
Gaussian s3c1 173_3 413.0 454.0 407.68951051012596 454.60249763017504
Gaussian s3c1 214_6 398.0 450.0 396.2783216788117 451.57386899119393
Gaussian s3c1 161_1 418.0 439.0 412.37182416119805 438.9755495659804
Gaussian s3c1 202_3 431.0 440.0 429.5646410235284 433.87143431172603
Gaussian s3c1 195_1 400.0 435.0 398.33492480205666 436.3200734930723
Gaussian s3c1 67_2 424.0 449.0 438.5380276374153 446.706879455601
Gaussian s3c1 133_6 423.0 453.0 432.1942306612066 462.3496768402242
Gaussian s3c1 195_11 429.0 454.0 426.8970954750861 457.34719457687527
Gaussian s3c1 180_9 426.0 473.0 431.6922484908042 477.2814489711476
Gaussian s3c1 121_3 450.0 444.0 443.72840698159064 433.90822705000346
Gaussian s3c1 169_4 464.0 424.0 450.97325294374843 421.0422538045149
Gaussian s3c1 214_7 466.0 422.0 462.7385489770371 420.0226576914016
Gaussian s3c1 212_8 444.0 407.0 446.22103346416645 410.4907668357562
Gaussian s3c1 165_5 443.0 442.0 441.3164961670526 435.27350426858413
Gaussian s3c1 209_11 412.0 433.0 416.4759523491505 428.99910031452634
Gaussian s3c1 203_9 467.0 443.0 460.68667921541083 441.87141073585946
Gaussian s3c2 51_1 354.0 368.0 333.20627352572154 404.56311166875787
Gaussian s3c2 109_3 317.0 304.0 326.025726337578 321.3323089015703
Gaussian s3c2 108_1 343.0 394.0 333.20627352572166 404.563111668758
Gaussian s3c2 165_1 309.0 390.0 298.20050188205835 393.11304893350126
Gaussian s3c2 212_3 304.0 391.0 301.8449184441657 389.1678795483063
Gaussian s3c2 210_1 259.0 391.0 267.0750313676287 387.8508155583439
Gaussian s3c3 77_1 229.0 244.0 230.70111305348223 219.70114624593225
Gaussian s3c3 136_1 209.0 240.0 214.3477558026911 232.5974883268775
Gaussian s3c3 188_3 219.0 232.0 210.13437244299578 231.33886116024757
Gaussian s3c3 187_1 207.0 247.0 204.34415968151268 244.97959665251574
Gaussian s3c3 126_2 230.0 231.0 230.70111305347996 219.70114624593015
Gaussian s3c3 177_5 219.0 218.0 221.87477595096257 213.04499789781033
Gaussian s3c3 169_3 234.0 234.0 238.14292668893924 225.3131928923869
Gaussian s3c3 207_7 237.0 219.0 239.3563098847115 223.69198512978238
Gaussian s3c3 205_5 242.0 233.0 243.22376136841268 231.5475315881468
Gaussian s3c4 28_1 225.0 144.0 267.0516108474209 110.0054029207144
Gaussian s3c4 91_1 197.0 138.0 197.12340610863052 142.11481784005613
Gaussian s3c4 157_3 152.0 115.0 152.11665424297962 162.76845158410157
Gaussian s3c4 152_1 187.0 122.0 171.01229382900357 154.11592173300915
Gaussian s3c4 207_1 161.0 163.0 160.37067768454673 164.1768344167823
Gaussian s3c4 76_2 235.0 128.0 267.0516108474209 110.0054029207144
Gaussian s3c4 129_3 250.0 109.0 268.5388844873845 116.53220687718695
Gaussian s3c4 179_6 261.0 104.0 267.4156111389294 110.66928214931362
Gaussian s3c4 179_5 268.0 124.0 271.06524617542664 128.5524938281467
Gaussian s3c4 122_4 238.0 96.0 265.76076957500163 104.3406296754747
Gaussian s3c4 170_7 242.0 128.0 253.43538604428966 124.23191214263882
Gaussian s3c4 213_10 260.0 145.0 258.32928267564967 144.78309816211132
Gaussian s3c4 210_11 237.0 114.0 238.6117711193687 121.69059852157929
Gaussian s3c4 166_8 266.0 70.0 275.82432007264663 80.68847532425528
Gaussian s3c4 210_12 268.0 87.0 272.7121906429353 84.72479629729298
Gaussian s3c4 204_12 287.0 53.0 287.2033163735423 56.775701180580135
Gaussian s3c5 16_1 346.0 185.0 346.77051995507435 185.10900736202973
Gaussian s3c5 72_3 337.0 165.0 343.1867150241193 178.92618640143613
Gaussian s3c5 143_5 340.0 165.0 342.83290246810805 161.78649776691134
Gaussian s3c5 209_9 356.0 159.0 355.3369087573863 159.14032722567163
Gaussian s3c5 202_10 322.0 153.0 331.361065413285 149.9091740055819
Gaussian s3c5 66_1 353.0 183.0 346.77051995507253 185.10900736202876
Gaussian s3c5 128_3 337.0 174.0 340.61101880682594 184.36330356995484
Gaussian s3c5 188_5 331.0 190.0 336.8723549093998 195.0146790537753
Gaussian s3c5 186_5 339.0 161.0 338.4629465969551 173.36938006559492
Gaussian s3c5 126_1 355.0 188.0 352.73132751789547 185.83065619306967
Gaussian s3c5 187_1 364.0 173.0 361.02787084780766 182.33171542780806
Gaussian s3c5 185_2 346.0 188.0 350.5682627721807 189.92449893949828
Gaussian s4c1 50_3 364.0 272.0 386.7805944106665 259.27348540156544
Gaussian s4c1 111_4 345.0 280.0 366.49470035073597 275.4070990603241
Gaussian s4c1 162_8 377.0 278.0 365.38206158444905 279.7000749408827
Gaussian s4c1 209_9 364.0 289.0 361.3037072385263 290.21683687709094
Gaussian s4c1 204_10 370.0 271.0 368.1102576980553 273.83750936760964
Gaussian s4c1 160_8 321.0 279.0 351.2684798482221 284.2422631960556
Gaussian s4c1 204_12 346.0 270.0 347.9522175817857 276.54907158352603
Gaussian s4c1 204_11 332.0 301.0 340.9122175817861 299.8690715835263
Gaussian s4c1 98_3 386.0 262.0 395.75639113225657 246.20493614748497
Gaussian s4c1 151_5 363.0 222.0 388.13806939633594 209.08334587667645
Gaussian s4c1 146_3 411.0 273.0 411.6317999920485 266.7559403462176
Gaussian s4c1 47_1 394.0 289.0 393.91302830004315 259.6545080774636
Gaussian s4c1 112_1 394.0 283.0 396.30431367509993 262.97264317429523
Gaussian s4c1 166_1 399.0 289.0 399.54213223059617 280.1030522376027
Gaussian s4c1 208_3 393.0 274.0 396.3080114983114 280.0089610641386
Gaussian s4c1 203_1 407.0 290.0 404.6097438965265 291.9234445872284
Gaussian s4c1 161_2 389.0 261.0 395.1689544167268 249.92974647901303
Gaussian s4c1 203_3 380.0 258.0 384.19790110739854 253.45450210543623
Gaussian s4c1 197_4 408.0 241.0 403.73857290019623 237.32599102309084
Gaussian s4c10 31_1 135.0 407.0 145.23847599061963 394.9016955112396
Gaussian s4c10 83_1 119.0 402.0 133.0932366771484 400.90606365879506
Gaussian s4c10 135_3 140.0 402.0 140.14386046854494 401.6011907574647
Gaussian s4c10 129_1 107.0 411.0 116.11228085360908 405.60269997125295
Gaussian s4c10 173_1 116.0 413.0 117.04448913515353 411.5795122043039
Gaussian s4c10 171_2 106.0 402.0 99.71809470644922 404.1857941763533
Gaussian s4c10 213_5 84.0 393.0 84.54200326573981 391.4546825578062
Gaussian s4c10 210_3 98.0 417.0 98.58700676474655 414.6918424411688
Gaussian s4c10 81_2 130.0 392.0 145.2384759906207 394.9016955112422
Gaussian s4c10 130_5 135.0 382.0 148.23438567946593 384.7690817327138
Gaussian s4c10 177_11 142.0 363.0 146.47187810309015 368.08384639026303
Gaussian s4c10 215_19 134.0 357.0 131.20093348185821 354.6764135894837
Gaussian s4c10 215_18 159.0 366.0 160.31781659874136 368.00108891415897
Gaussian s4c10 173_8 145.0 393.0 152.4759562155434 391.1424114852607
Gaussian s4c10 213_13 162.0 405.0 165.51117914032073 408.3545449934428
Gaussian s4c10 209_12 142.0 383.0 144.29533789251656 380.987302283504
Gaussian s4c10 130_4 120.0 407.0 142.2425663017754 405.034309289767
Gaussian s4c10 171_4 128.0 402.0 139.47983806077218 396.46340166370203
Gaussian s4c10 209_8 142.0 402.0 145.45010682440284 407.4848652005545
Gaussian s4c10 206_8 129.0 382.0 131.6224797575967 378.995425207963
Gaussian s4c10 171_3 134.0 419.0 142.49851296640122 422.0835264040122
Gaussian s4c10 207_5 138.0 438.0 148.7220569962664 441.12039182266653
Gaussian s4c2 5_1 314.0 281.0 313.55098194194386 292.2150387072388
Gaussian s4c2 52_2 306.0 279.0 313.550981941944 292.21503870723893
Gaussian s4c2 106_3 300.0 267.0 302.4320248918614 275.38703742676057
Gaussian s4c2 149_1 298.0 275.0 303.4312880133905 275.86585916606623
Gaussian s4c2 190_1 299.0 290.0 294.7519767439646 290.01400313257164
Gaussian s4c2 189_2 310.0 265.0 312.82845585384655 262.5082074531198
Gaussian s4c2 142_2 285.0 257.0 294.18279447765815 263.76749589213927
Gaussian s4c2 185_5 270.0 254.0 276.40740708382356 255.8529262620195
Gaussian s4c2 180_3 298.0 261.0 301.18375536781946 258.4966951081882
Gaussian s4c2 98_1 327.0 327.0 323.02268609572496 306.55000276098633
Gaussian s4c3 41_3 346.0 66.0 348.6133344659789 108.21006632587364
Gaussian s4c3 135_7 340.0 83.0 350.4348295790211 87.2813520487151
Gaussian s4c3 194_13 339.0 90.0 328.8962279026838 93.9136617584783
Gaussian s4c3 187_14 369.0 71.0 370.42563953226636 69.85833992039599
Gaussian s4c3 96_5 327.0 85.0 342.94378910645 105.09347059033533
Gaussian s4c3 161_9 331.0 115.0 350.5757793224496 115.54079862526248
Gaussian s4c3 215_17 362.0 105.0 362.39060348002283 107.0783559506906
Gaussian s4c3 155_7 314.0 85.0 329.934414363874 92.26725405351772
Gaussian s4c3 206_12 317.0 103.0 318.15485842534736 97.48814768334992
Gaussian s4c3 202_12 332.0 81.0 330.4266833434665 77.23834774767857
Gaussian s4c3 36_1 333.0 96.0 351.961535878571 119.38251726888373
Gaussian s4c3 93_1 320.0 106.0 342.80486230629924 131.3394055431842
Gaussian s4c3 157_1 361.0 141.0 364.6618676730314 145.89420648808277
Gaussian s4c3 208_3 372.0 135.0 379.34813583076567 137.18321501731504
Gaussian s4c3 204_1 371.0 154.0 367.1787020007217 164.6106648854436
Gaussian s4c3 154_2 301.0 124.0 312.1731569098475 130.26282904577795
Gaussian s4c3 207_6 289.0 127.0 288.50920358425054 128.17709096880048
Gaussian s4c3 206_4 303.0 135.0 309.2783470973569 131.3914762320864
Gaussian s4c3 89_2 345.0 84.0 360.475635866821 108.26470887348043
Gaussian s4c3 158_7 362.0 99.0 365.19779843214314 91.98337581493882
Gaussian s4c3 214_12 390.0 80.0 385.6350490952984 79.71900659324362
Gaussian s4c3 156_4 348.0 112.0 366.6534551110889 110.01953126313094
Gaussian s4c3 214_9 358.0 127.0 359.62124500188725 126.71219544513932
Gaussian s4c3 207_8 376.0 94.0 377.5394693333326 96.67725929160545
Gaussian s4c4 29_1 293.0 99.0 289.1111111111122 104.39682539682579
Gaussian s4c4 86_3 303.0 91.0 296.2159039548113 106.23090044014313
Gaussian s4c4 150_3 303.0 92.0 309.1252773832254 101.864954266647
Gaussian s4c4 201_7 306.0 84.0 307.58160814560347 86.77525834385784
Gaussian s4c4 195_3 319.0 114.0 319.5642416670944 112.1095859423377
Gaussian s4c4 147_1 295.0 111.0 291.5150322034965 112.3549749506576
Gaussian s4c4 197_3 296.0 93.0 293.18307236862756 99.03146658876123
Gaussian s4c4 196_1 287.0 127.0 286.1042427463564 130.33135168655252
Gaussian s4c4 83_1 298.0 107.0 289.11111111111234 104.39682539682588
Gaussian s4c5 54_1 273.0 264.0 269.8437668111123 277.86742740090017
Gaussian s4c5 110_2 259.0 279.0 257.22498423285253 284.9837776996435
Gaussian s4c5 164_3 255.0 280.0 255.48752482249574 283.7337080782743
Gaussian s4c5 150_1 253.0 294.0 249.4985750761569 290.9928625531975
Gaussian s4c5 211_1 255.0 298.0 253.34246358567617 299.6453882894967
Gaussian s4c5 205_2 236.0 287.0 235.40896137056 291.4538965957455
Gaussian s4c5 43_2 277.0 255.0 276.8608242316298 277.9241757674839
Gaussian s4c5 103_5 262.0 256.0 265.68779578990376 259.4743734301915
Gaussian s4c5 158_10 253.0 254.0 246.22751841207122 249.73237600146254
Gaussian s4c5 202_17 250.0 254.0 249.05083586048016 246.94365945118074
Gaussian s4c5 192_16 223.0 247.0 232.01587436836564 245.86496765255467
Gaussian s4c5 153_8 270.0 248.0 274.0681000077077 252.9558994479594
Gaussian s4c5 198_13 260.0 262.0 261.9280166679523 261.74264990799423
Gaussian s4c5 188_12 292.0 242.0 289.3766000022023 241.55882841370308
Gaussian s4c5 92_3 291.0 277.0 285.9854641257131 292.99151434294697
Gaussian s4c5 144_5 281.0 278.0 281.7560407956537 288.2825958044779
Gaussian s4c5 194_11 291.0 278.0 288.92322047134934 282.7230910467111
Gaussian s4c5 190_9 269.0 287.0 271.42082254819286 289.2317583975943
Gaussian s4c5 138_3 298.0 298.0 298.2928655435278 311.3019445855718
Gaussian s4c5 184_7 316.0 316.0 318.1078362692996 321.4650179575691
Gaussian s4c5 177_5 278.0 305.0 291.9277524346083 318.2094862802336
Gaussian s4c5 212_6 300.0 333.0 300.50960823970934 332.67348574487835
Gaussian s4c6 18_1 253.0 257.0 256.9090909090883 267.96969696969416
Gaussian s4c6 62_1 240.0 259.0 244.56864586413855 256.94955461901606
Gaussian s4c6 112_3 239.0 242.0 239.60471119331487 238.7837445684267
Gaussian s4c6 162_6 265.0 237.0 256.76933766225216 232.69288122478966
Gaussian s4c6 213_12 233.0 246.0 232.22198107606383 247.0769394635649
Gaussian s4c6 208_13 293.0 222.0 294.70154701298054 214.11543049798337
Gaussian s4c6 162_5 192.0 230.0 217.47615005355414 226.7087978614743
Gaussian s4c6 206_10 211.0 212.0 217.94654592383273 225.62334672055943
Gaussian s4c6 107_1 235.0 267.0 236.41527736281483 262.02818353316826
Gaussian s4c6 152_3 235.0 274.0 241.1484179985073 269.55180829969635
Gaussian s4c6 199_3 244.0 282.0 243.98669464841709 279.24667334319304
Gaussian s4c6 193_4 243.0 263.0 242.9848915615791 267.9494437227921
Gaussian s4c6 151_1 224.0 263.0 223.81513509550902 259.63752092195546
Gaussian s4c6 205_3 207.0 239.0 217.17618895840755 244.99170361463365
Gaussian s4c6 200_1 216.0 271.0 215.80738738182822 270.26491521711966
Gaussian s4c6 56_2 256.0 257.0 256.90909090909156 267.96969696969757
Gaussian s4c7 32_1 197.0 309.0 211.3671799829228 314.0231999410954
Gaussian s4c7 126_5 178.0 322.0 190.44991143393906 321.69768229168716
Gaussian s4c7 166_10 182.0 309.0 189.3529698875392 313.8272119791736
Gaussian s4c7 201_13 195.0 319.0 201.82699468603653 316.85186093750144
Gaussian s4c7 196_10 183.0 307.0 177.83824247188474 305.33180299479335
Gaussian s4c7 165_8 174.0 333.0 182.84098823518713 332.5554845875944
Gaussian s4c7 203_10 189.0 336.0 187.24643648379023 335.0699022431302
Gaussian s4c7 203_9 157.0 347.0 171.02171738266776 340.6204640408848
Gaussian s4c7 78_1 200.0 310.0 211.36717998292278 314.02319994109536
Gaussian s4c7 122_3 194.0 314.0 206.9313931243882 315.6051958882645
Gaussian s4c7 161_6 202.0 303.0 208.52863060275598 310.57254083287626
Gaussian s4c7 197_5 211.0 309.0 212.8576261698073 314.0755854486242
Gaussian s4c7 195_6 201.0 297.0 205.8325982321104 302.87666693809285
Gaussian s4c7 117_1 205.0 304.0 215.29890015298784 312.62097626065065
Gaussian s4c7 157_3 212.0 322.0 212.0045136401327 319.38330070315186
Gaussian s4c7 154_1 227.0 301.0 222.0763011720536 305.03551137757773
Gaussian s4c7 190_3 215.0 298.0 219.44881459666712 295.8257479165003
Gaussian s4c7 189_1 235.0 308.0 231.04185702727247 306.8140083215936
Gaussian s4c8 7_1 260.0 323.0 250.07295181791778 340.2320481079954
Gaussian s4c8 83_3 247.0 322.0 249.21459036358453 319.2464096216005
Gaussian s4c8 71_1 243.0 325.0 250.07295181791744 340.23204810799507
Gaussian s4c8 133_1 245.0 329.0 250.18785105051109 345.87743708616586
Gaussian s4c8 181_3 251.0 327.0 250.41660142571214 339.73824654974294
Gaussian s4c8 179_1 247.0 358.0 250.0538797586746 355.94934242006445
Gaussian s4c8 127_2 238.0 314.0 249.9691718659009 335.1329870954578
Gaussian s4c8 180_4 237.0 334.0 242.15415624769227 343.6182220805374
Gaussian s4c8 170_4 257.0 317.0 256.22996805795196 324.3333894230735
Gaussian s4c8 209_7 248.0 311.0 246.84246795771432 308.8862791289598
Gaussian s4c9 176_1 200.0 384.0 218.99999999999997 378.99999999999994
Gaussian s5c1 49_1 345.0 410.0 294.19662807231657 445.8702010968965
Gaussian s5c1 103_1 338.0 455.0 297.3566597868986 467.7200930302347
Gaussian s5c1 159_1 301.0 496.0 283.9692303612669 491.1507564988352
Gaussian s5c1 199_1 290.0 496.0 288.1183187231098 494.3253903142306
Gaussian s5c1 152_2 329.0 460.0 311.938096719787 467.04501628658244
Gaussian s5c1 197_4 340.0 445.0 332.6314113548262 451.3197734811489
Gaussian s5c1 192_2 315.0 488.0 305.44725308918146 480.4719268353649
Gaussian s5c1 98_2 323.0 419.0 294.1966280723168 445.8702010968967
Gaussian s5c1 159_4 295.0 441.0 288.2965332791672 448.78823887873443
Gaussian s5c1 206_9 277.0 437.0 274.92274358453545 442.20079219987855
Gaussian s5c1 200_7 305.0 459.0 295.99739318843507 456.496039000609
Gaussian s5c10 6_1 189.0 167.0 139.84751937826354 194.7652213764452
Gaussian s5c10 57_1 197.0 172.0 160.99967398895524 174.88049954365655
Gaussian s5c10 114_1 200.0 192.0 181.985982653239 178.98633917825424
Gaussian s5c10 170_3 188.0 178.0 182.6347682987981 167.89537136876055
Gaussian s5c10 212_7 178.0 156.0 177.25612583176346 157.9725168803982
Gaussian s5c10 208_5 191.0 177.0 187.9414065046475 169.3471782255963
Gaussian s5c10 162_1 213.0 204.0 199.1025616517793 191.95043218093656
Gaussian s5c10 205_2 208.0 175.0 207.43431111515034 177.80881189680747
Gaussian s5c10 205_1 208.0 216.0 206.10441420793398 217.7057191133023
Gaussian s5c10 98_2 174.0 160.0 162.9089322993018 155.94141953018672
Gaussian s5c10 144_5 183.0 140.0 171.1863962689169 143.7141875404111
Gaussian s5c10 200_11 199.0 139.0 195.08579953361405 136.08927344255085
Gaussian s5c10 191_9 163.0 131.0 159.58537736741994 137.6206276345407
Gaussian s5c10 141_3 178.0 166.0 157.17369579847173 147.5082857716122
Gaussian s5c10 186_7 131.0 156.0 130.41842394961793 141.5020714429029
Gaussian s5c10 178_5 193.0 154.0 174.23750393162345 145.1903112439393
Gaussian s5c10 54_2 186.0 187.0 139.84751937826465 194.76522137644616
Gaussian s5c10 98_5 181.0 188.0 144.2489400191888 194.87300223818647
Gaussian s5c10 149_11 155.0 209.0 130.66886437350223 194.11980330075068
Gaussian s5c10 195_22 150.0 206.0 137.45173585702244 202.1638572505824
Gaussian s5c10 194_20 126.0 198.0 112.05102693051045 185.58603279121965
Gaussian s5c10 148_12 181.0 202.0 162.5643540365126 195.73391082098567
Gaussian s5c10 194_24 181.0 206.0 178.65277007722136 201.1942634917686
Gaussian s5c10 193_22 165.0 194.0 163.30955878619523 191.16707919365433
Gaussian s5c10 93_3 172.0 198.0 135.94626017381208 194.66968833990734
Gaussian s5c10 138_6 156.0 184.0 139.9880858131355 179.8659130884813
Gaussian s5c10 183_13 148.0 170.0 145.4846083888907 165.69573277983721
Gaussian s5c10 183_12 148.0 191.0 138.53338887669628 179.23231814569147
Gaussian s5c10 138_5 152.0 225.0 127.40298160627607 209.36323316455977
Gaussian s5c10 185_12 142.0 225.0 124.09193943835473 212.09808182480958
Gaussian s5c10 184_10 124.0 227.0 121.91044686613435 221.7066408166595
Gaussian s5c11 65_1 117.0 215.0 104.70386663506663 252.02117644462507
Gaussian s5c11 130_1 100.0 253.0 104.52835231348593 259.3208258631594
Gaussian s5c11 113_2 113.0 268.0 104.70386663506655 252.02117644462493
Gaussian s5c11 161_3 105.0 230.0 103.2370163158898 240.98672268033312
Gaussian s5c11 205_7 108.0 225.0 103.02633514621014 228.10963585337072
Gaussian s5c11 202_5 95.0 243.0 102.18039821273396 243.56056372421529
Gaussian s5c11 153_1 116.0 272.0 105.92624190104607 261.21655458153157
Gaussian s5c11 196_3 114.0 258.0 109.6370267737824 261.0408593550063
Gaussian s5c11 195_1 107.0 278.0 103.58524838020921 271.04331091630627
Gaussian s5c12 44_1 159.0 309.0 159.16359825025128 300.41512629151794
Gaussian s5c12 98_2 159.0 313.0 163.1300466465505 310.81184725243816
Gaussian s5c12 163_3 143.0 304.0 139.60315901324486 308.9900576782843
Gaussian s5c12 213_3 140.0 312.0 137.07582016543466 315.3103900294652
Gaussian s5c12 207_1 126.0 301.0 125.90132403215642 302.19495380520107
Gaussian s5c12 143_1 174.0 311.0 182.72326559473237 320.73702032249463
Gaussian s5c12 98_1 145.0 292.0 141.16593197541118 296.6768612247273
Gaussian s5c12 42_2 171.0 300.0 170.33660507946126 295.113022523973
Gaussian s5c12 86_5 157.0 298.0 168.32155698808063 297.1616851626574
Gaussian s5c12 132_11 171.0 286.0 176.65213433731702 296.71493140188016
Gaussian s5c12 178_18 175.0 277.0 178.3137008062925 284.88590302516434
Gaussian s5c12 172_15 187.0 306.0 182.45127423319778 306.6125615027003
Gaussian s5c12 213_24 163.0 307.0 166.58063320823052 311.80985511186
Gaussian s5c12 209_21 203.0 316.0 202.1377644399072 311.0776287718406
Gaussian s5c12 130_9 149.0 309.0 158.33813056264512 299.6376774855555
Gaussian s5c12 180_15 146.0 292.0 140.81009338422948 287.40409109911707
Gaussian s5c12 176_13 168.0 309.0 164.0267062311041 313.4811143895613
Gaussian s5c12 85_3 175.0 297.0 172.30585662330958 293.1109203998021
Gaussian s5c12 129_7 156.0 294.0 160.9407990039336 290.9790031976431
Gaussian s5c12 170_9 146.0 275.0 140.01939666269595 286.62705726283957
Gaussian s5c12 213_14 146.0 274.0 146.7646987639116 276.3582154133552
Gaussian s5c12 205_10 117.0 286.0 116.66930078135304 291.2703411097672
Gaussian s5c12 169_10 170.0 295.0 171.02005267621934 293.2866975622319
Gaussian s5c12 215_17 155.0 291.0 155.66688228684214 292.01383545766043
Gaussian s5c12 209_16 200.0 299.0 194.44988929578835 296.70122853949056
Gaussian s5c12 124_5 184.0 271.0 184.1654957760267 293.184714217428
Gaussian s5c12 165_5 179.0 266.0 180.5680101773903 282.1285519903066
Gaussian s5c12 205_5 155.0 273.0 165.56316606539818 272.3452095812447
Gaussian s5c12 204_3 197.0 288.0 191.77573469031847 281.15047359870675
Gaussian s5c12 162_5 194.0 291.0 199.05529656221267 303.5037906329707
Gaussian s5c12 203_5 208.0 330.0 200.30230374009284 326.8057818760923
Gaussian s5c12 199_7 209.0 296.0 212.42791254458956 292.52268616220385
Gaussian s5c13 63_1 109.0 360.0 115.54886116244826 347.74162974508613
Gaussian s5c13 119_3 100.0 339.0 106.43723921131318 336.4131446857806
Gaussian s5c13 168_5 93.0 328.0 97.20855024093589 331.2209167157955
Gaussian s5c13 215_9 85.0 317.0 85.62324789727293 317.64443070227134
Gaussian s5c13 164_4 110.0 333.0 107.59072674888444 332.0782703886174
Gaussian s5c13 211_9 111.0 346.0 110.35306700751954 346.72112476710214
Gaussian s5c13 208_8 102.0 318.0 106.13256056240685 314.13152253238434
Gaussian s5c13 118_1 121.0 360.0 126.30255323591184 355.7240736915953
Gaussian s5c13 166_3 123.0 349.0 129.6019250929139 349.86966049707087
Gaussian s5c13 215_5 122.0 359.0 123.06668611204941 356.92797636865674
Gaussian s5c13 209_4 136.0 337.0 138.2926180177463 338.4310497148336
Gaussian s5c13 164_1 128.0 370.0 132.13465221317975 368.01077884918084
Gaussian s5c13 214_3 145.0 369.0 143.76734612182761 368.49040742841703
Gaussian s5c13 209_1 129.0 379.0 127.37054191229137 379.5987159994256
Gaussian s5c13 62_2 119.0 355.0 113.51438453073379 351.2854897028761
Gaussian s5c13 122_5 137.0 364.0 141.39207671749645 358.83618927841337
Gaussian s5c13 189_11 143.0 348.0 159.37631100231306 342.32656590383215
Gaussian s5c13 182_9 138.0 373.0 153.16448447009816 381.1716262043299
Gaussian s5c2 45_1 346.0 396.0 351.95961965219385 412.35492989110764
Gaussian s5c2 93_2 348.0 418.0 348.0742036874162 418.2908149185647
Gaussian s5c2 154_5 357.0 439.0 357.6046000668776 427.30892713716855
Gaussian s5c2 195_11 345.0 422.0 353.5407437029553 423.87851912505323
Gaussian s5c2 193_7 364.0 433.0 367.5634237776063 436.33767647678155
Gaussian s5c2 150_5 341.0 415.0 334.5548198746609 416.91291779095525
Gaussian s5c2 188_9 345.0 407.0 342.5532207354858 410.7650163283344
Gaussian s5c2 187_7 313.0 428.0 317.99116287733193 422.0046079217256
Gaussian s5c2 93_1 332.0 390.0 351.95961965219385 412.35492989110753
Gaussian s5c2 150_1 322.0 405.0 324.83493450670653 409.41908240595427
Gaussian s5c2 194_1 294.0 409.0 304.1669869013406 406.68381648118975
Gaussian s5c2 193_2 325.0 407.0 324.5706742537094 409.8774210581379
Gaussian s5c2 146_2 378.0 390.0 377.1808181208067 415.0847529913398
Gaussian s5c2 189_3 370.0 410.0 376.28214238284704 410.45387903332835
Gaussian s5c2 188_4 395.0 412.0 398.045204530201 421.77118824783406
Gaussian s5c3 48_1 296.0 359.0 292.729615920477 344.7342004419851
Gaussian s5c3 95_1 298.0 383.0 281.79261125390946 360.4854961794848
Gaussian s5c3 137_3 298.0 387.0 289.0087232421538 378.33698574517746
Gaussian s5c3 133_1 267.0 372.0 266.4210634024133 357.06923864793146
Gaussian s5c3 177_3 259.0 335.0 252.45744839156617 344.07664100825366
Gaussian s5c3 213_7 242.0 326.0 240.01829793566293 327.68306564033054
Gaussian s5c3 212_5 259.0 350.0 253.44364585900357 349.6798184328785
Gaussian s5c3 172_1 280.0 377.0 263.02184171156966 365.07924569210394
Gaussian s5c3 211_3 267.0 362.0 265.35071335611786 358.89634010193294
Gaussian s5c3 210_1 262.0 383.0 257.4406225642616 378.90823748966665
Gaussian s5c3 91_2 287.0 338.0 286.5145491806584 332.42632338113197
Gaussian s5c3 147_7 301.0 323.0 286.6719849523953 317.59797580688
Gaussian s5c3 189_9 283.0 307.0 276.3256179613941 304.6589670881608
Gaussian s5c3 189_8 304.0 329.0 297.13642877220536 319.41572384491775
Gaussian s5c3 145_5 282.0 356.0 278.5577685813254 331.2686833626035
Gaussian s5c3 190_5 280.0 353.0 281.61639640615863 334.9395324778243
Gaussian s5c3 186_6 276.0 319.0 269.7297594414282 327.0451830435561
Gaussian s5c3 42_2 310.0 352.0 310.4598330700951 342.4357005616893
Gaussian s5c3 90_5 305.0 338.0 307.9072501818121 329.1836637636565
Gaussian s5c3 152_15 334.0 317.0 315.15276284030256 306.33042698173296
Gaussian s5c3 193_22 333.0 307.0 324.79536709834883 306.85333162456595
Gaussian s5c3 192_23 314.0 294.0 310.4198683477638 291.0762523804018
Gaussian s5c3 149_13 306.0 348.0 297.8747770453044 334.6421368682047
Gaussian s5c3 199_21 314.0 344.0 308.23821546812155 337.08475492956865
Gaussian s5c3 190_18 290.0 338.0 282.4050389183126 336.4323662830844
Gaussian s5c3 83_3 312.0 370.0 312.64016428717184 353.75514866000987
Gaussian s5c3 132_5 313.0 380.0 307.74037478297817 368.6065169552906
Gaussian s5c3 173_9 306.0 383.0 298.08899953673875 381.6088637835431
Gaussian s5c3 210_15 304.0 389.0 304.94417496525523 392.1456647837656
Gaussian s5c3 173_8 321.0 371.0 313.291926158358 368.0308252312482
Gaussian s5c3 210_14 312.0 356.0 309.32189446187726 361.064811892344
Gaussian s5c3 210_13 322.0 373.0 322.27189446187754 374.47731189234435
Gaussian s5c3 126_6 321.0 352.0 319.22666840377804 352.59393155626105
Gaussian s5c3 172_10 324.0 341.0 320.2121324460282 340.1198493326759
Gaussian s5c3 211_21 327.0 355.0 331.75976701482114 353.1638463453421
Gaussian s5c3 206_18 315.0 320.0 310.8733503135936 319.5281858118819
Gaussian s5c4 14_1 415.0 273.0 439.6978443888246 251.34408077551905
