sample,cellID,trueBrlen,method,estBrlen
s14c5/k10_r5,b'06_4',0.216,problin,0.16848529003994947
s14c5/k10_r5,b'55_5',0.294,spalin,0.4010842886666431
s14c5/k10_r5,b'55_5',0.294,problin,0.34741958176936094
s14c5/k10_r5,b'16_13',0.366,spalin,0.33008523522728145
s14c5/k10_r5,b'16_13',0.366,problin,0.31936236157661524
s14c5/k10_r5,b'01_12',0.276,spalin,0.2888263182134007
s14c5/k10_r5,b'01_12',0.276,problin,0.31436236884218005
s14c5/k10_r5,b'16_15',0.09,spalin,0.04125891701388077
s14c5/k10_r5,b'16_15',0.09,problin,0.004999992734435211
s14c5/k10_r5,b'16_14',0.09,spalin,0.04125891701388077
s14c5/k10_r5,b'16_14',0.09,problin,0.004999992734435211
s14c5/k10_r5,b'52_6',0.276,spalin,0.3681882787905111
s14c5/k10_r5,b'52_6',0.276,problin,0.1951953219823885
s14c5/k10_r5,b'16_19',0.384,spalin,0.3629812451034136
s14c5/k10_r5,b'16_19',0.384,problin,0.4715866213635877
s14c5/k10_r5,b'05_16',0.318,spalin,0.0738396762023768
s14c5/k10_r5,b'05_16',0.318,problin,0.005000407893592538
s14c5/k10_r5,b'16_17',0.066,spalin,0.28914156890103676
s14c5/k10_r5,b'16_17',0.066,problin,0.4665862134699952
s14c5/k10_r5,b'16_16',0.066,spalin,0.28914156890103676
s14c5/k10_r5,b'16_16',0.066,problin,0.4665862134699952
s2c9/k10_r1,b'3_3',0.492,spalin,0.49977960318493964
s2c9/k10_r1,b'3_3',0.492,problin,0.4942587314834089
s2c9/k10_r1,b'25_6',0.252,spalin,0.025163603605830143
s2c9/k10_r1,b'25_6',0.252,problin,0.014923408034857562
s2c9/k10_r1,b'65_9',0.24,spalin,0.6330405848960154
s2c9/k10_r1,b'65_9',0.24,problin,0.7050857302214274
s2c9/k10_r1,b'03_16',0.228,spalin,0.15137236664790005
s2c9/k10_r1,b'03_16',0.228,problin,0.20485019942128024
s2c9/k10_r1,b'16_20',0.078,spalin,0.09540128093541246
s2c9/k10_r1,b'16_20',0.078,problin,0.00500000127081322
s2c9/k10_r1,b'16_19',0.078,spalin,0.09540128093541246
s2c9/k10_r1,b'16_19',0.078,problin,0.00500000127081322
s2c9/k10_r1,b'01_15',0.216,spalin,0.1812942967720735
s2c9/k10_r1,b'01_15',0.216,problin,0.20485020212829086
s2c9/k10_r1,b'16_22',0.09,spalin,0.06547935081123897
s2c9/k10_r1,b'16_22',0.09,problin,0.004999998563802595
s2c9/k10_r1,b'16_21',0.09,spalin,0.06547935081123897
s2c9/k10_r1,b'16_21',0.09,problin,0.004999998563802595
s2c9/k10_r1,b'65_8',0.24,spalin,0.6218851133697876
s2c9/k10_r1,b'65_8',0.24,problin,0.9049359320527419
s2c9/k10_r1,b'16_15',0.306,spalin,0.2579291191095404
s2c9/k10_r1,b'16_15',0.306,problin,0.009999998860778986
s2c9/k10_r1,b'05_15',0.24,spalin,0.15585125992468424
s2c9/k10_r1,b'05_15',0.24,problin,0.0049999998398808495
s2c9/k10_r1,b'16_18',0.066,spalin,0.10207785918485617
s2c9/k10_r1,b'16_18',0.066,problin,0.004999999020898136
s2c9/k10_r1,b'16_17',0.066,spalin,0.10207785918485617
s2c9/k10_r1,b'16_17',0.066,problin,0.004999999020898136
s2c9/k10_r1,b'24_4',0.246,spalin,0.12382551265293844
s2c9/k10_r1,b'24_4',0.246,problin,0.17050067015064913
s2c9/k10_r1,b'64_5',0.24,spalin,0.32685477950949654
s2c9/k10_r1,b'64_5',0.24,problin,0.39213254140141296
s2c9/k10_r1,b'16_13',0.312,spalin,0.45429754392272315
s2c9/k10_r1,b'16_13',0.312,problin,0.36722612698733886
s2c9/k10_r1,b'09_11',0.27,spalin,0.3049790264039361
s2c9/k10_r1,b'09_11',0.27,problin,0.36222612694120915
s2c9/k10_r1,b'16_12',0.042,spalin,0.149318517518787
s2c9/k10_r1,b'16_12',0.042,problin,0.005000000046129704
s2c9/k10_r1,b'16_11',0.042,spalin,0.149318517518787
s2c9/k10_r1,b'16_11',0.042,problin,0.005000000046129704
s2c9/k10_r1,b'64_4',0.24,spalin,0.3829202476056618
s2c9/k10_r1,b'64_4',0.24,problin,0.289369093089244
s2c9/k10_r1,b'16_8',0.312,spalin,0.39823207582655784
s2c9/k10_r1,b'16_8',0.312,problin,0.4699895752995078
s2c9/k10_r1,b'02_8',0.228,spalin,0.22204256832276636
s2c9/k10_r1,b'02_8',0.228,problin,0.16711702226747935
s2c9/k10_r1,b'16_10',0.084,spalin,0.17618950750379145
s2c9/k10_r1,b'16_10',0.084,problin,0.3028725530320285
s2c9/k10_r1,b'16_9',0.084,spalin,0.17618950750379145
s2c9/k10_r1,b'16_9',0.084,problin,0.3028725530320285
s2c9/k10_r2,b'3_3',0.492,spalin,0.6905863759806046
s2c9/k10_r2,b'3_3',0.492,problin,0.6883815038561134
s2c9/k10_r2,b'25_6',0.252,spalin,0.005
s2c9/k10_r2,b'25_6',0.252,problin,0.004999998993687282
s2c9/k10_r2,b'65_9',0.24,spalin,0.005
s2c9/k10_r2,b'65_9',0.24,problin,0.004999998302889885
s2c9/k10_r2,b'03_16',0.228,spalin,0.7130318190652168
s2c9/k10_r2,b'03_16',0.228,problin,0.8746324108029255
s2c9/k10_r2,b'16_20',0.078,spalin,0.09844255176170119
s2c9/k10_r2,b'16_20',0.078,problin,0.005000000052151528
s2c9/k10_r2,b'16_19',0.078,spalin,0.09844255176170119
s2c9/k10_r2,b'16_19',0.078,problin,0.005000000052151528
s2c9/k10_r2,b'01_15',0.216,spalin,0.733528629492498
s2c9/k10_r2,b'01_15',0.216,problin,0.8746324120454071
s2c9/k10_r2,b'16_22',0.09,spalin,0.07794574133442002
s2c9/k10_r2,b'16_22',0.09,problin,0.0049999988096699755
s2c9/k10_r2,b'16_21',0.09,spalin,0.07794574133442002
s2c9/k10_r2,b'16_21',0.09,problin,0.0049999988096699755
s2c9/k10_r2,b'65_8',0.24,spalin,0.11821156434093753
s2c9/k10_r2,b'65_8',0.24,problin,0.1597370929988912
s2c9/k10_r2,b'16_15',0.306,spalin,0.6982628064749473
s2c9/k10_r2,b'16_15',0.306,problin,0.7248953161590757
s2c9/k10_r2,b'05_15',0.24,spalin,0.5028028598479155
s2c9/k10_r2,b'05_15',0.24,problin,0.48689966482007013
s2c9/k10_r2,b'16_18',0.066,spalin,0.19545994662703184
s2c9/k10_r2,b'16_18',0.066,problin,0.23799565133900558
s2c9/k10_r2,b'16_17',0.066,spalin,0.19545994662703184
s2c9/k10_r2,b'16_17',0.066,problin,0.23799565133900558
s2c9/k10_r2,b'24_4',0.246,spalin,0.30421822560764816
s2c9/k10_r2,b'24_4',0.246,problin,0.44739374639402046
s2c9/k10_r2,b'64_5',0.24,spalin,0.010698821718748676
s2c9/k10_r2,b'64_5',0.24,problin,0.09547548786996535
s2c9/k10_r2,b'16_13',0.312,spalin,0.5065573234876815
s2c9/k10_r2,b'16_13',0.312,problin,0.34676317439866505
s2c9/k10_r2,b'09_11',0.27,spalin,0.32962006560415086
s2c9/k10_r2,b'09_11',0.27,problin,0.3417631730829742
s2c9/k10_r2,b'16_12',0.042,spalin,0.17693725788353057
s2c9/k10_r2,b'16_12',0.042,problin,0.005000001315690858
s2c9/k10_r2,b'16_11',0.042,spalin,0.17693725788353057
s2c9/k10_r2,b'16_11',0.042,problin,0.005000001315690858
s2c9/k10_r2,b'64_4',0.24,spalin,0.30417507299606233
s2c9/k10_r2,b'64_4',0.24,problin,0.43223866403067324
s2c9/k10_r2,b'16_8',0.312,spalin,0.2130810722103677
s2c9/k10_r2,b'16_8',0.312,problin,0.009999998237957166
s2c9/k10_r2,b'02_8',0.228,spalin,0.19386770899802086
s2c9/k10_r2,b'02_8',0.228,problin,0.004999999198728963
s2c9/k10_r2,b'16_10',0.084,spalin,0.019213363212346856
s2c9/k10_r2,b'16_10',0.084,problin,0.004999999039228203
s2c9/k10_r2,b'16_9',0.084,spalin,0.019213363212346856
s2c9/k10_r2,b'16_9',0.084,problin,0.004999999039228203
s2c9/k10_r3,b'3_3',0.492,spalin,0.6552535788760973
s2c9/k10_r3,b'3_3',0.492,problin,0.6372992668534596
s2c9/k10_r3,b'25_6',0.252,spalin,0.2679793639607519
s2c9/k10_r3,b'25_6',0.252,problin,0.3013829642487496
s2c9/k10_r3,b'65_9',0.24,spalin,0.3493916888378586
s2c9/k10_r3,b'65_9',0.24,problin,0.3596862784813314
s2c9/k10_r3,b'03_16',0.228,spalin,0.08665117134461411
s2c9/k10_r3,b'03_16',0.228,problin,0.005000150470253262
s2c9/k10_r3,b'16_20',0.078,spalin,0.1956978736904917
s2c9/k10_r3,b'16_20',0.078,problin,0.27827674743561104
s2c9/k10_r3,b'16_19',0.078,spalin,0.1956978736904917
s2c9/k10_r3,b'16_19',0.078,problin,0.27827674743561104
s2c9/k10_r3,b'01_15',0.216,spalin,0.005
s2c9/k10_r3,b'01_15',0.216,problin,0.0049999987199874545
s2c9/k10_r3,b'16_22',0.09,spalin,0.277349045127648
s2c9/k10_r3,b'16_22',0.09,problin,0.27827689918587684
s2c9/k10_r3,b'16_21',0.09,spalin,0.277349045127648
s2c9/k10_r3,b'16_21',0.09,problin,0.27827689918587684
s2c9/k10_r3,b'65_8',0.24,spalin,0.2823723911485743
s2c9/k10_r3,b'65_8',0.24,problin,0.37192502765143665
s2c9/k10_r3,b'16_15',0.306,spalin,0.34936834272439005
s2c9/k10_r3,b'16_15',0.306,problin,0.27103814873575904
s2c9/k10_r3,b'05_15',0.24,spalin,0.005000000034654606
s2c9/k10_r3,b'05_15',0.24,problin,0.004999997900626786
s2c9/k10_r3,b'16_18',0.066,spalin,0.34436834268973543
s2c9/k10_r3,b'16_18',0.066,problin,0.26603815083513227
s2c9/k10_r3,b'16_17',0.066,spalin,0.34436834268973543
s2c9/k10_r3,b'16_17',0.066,problin,0.26603815083513227
s2c9/k10_r3,b'24_4',0.246,spalin,0.31921583550666344
s2c9/k10_r3,b'24_4',0.246,problin,0.4464338638346682
s2c9/k10_r3,b'64_5',0.24,spalin,0.0864663432494353
s2c9/k10_r3,b'64_5',0.24,problin,0.11965517741713924
s2c9/k10_r3,b'16_13',0.312,spalin,0.49403791907761746
s2c9/k10_r3,b'16_13',0.312,problin,0.3782571005709969
s2c9/k10_r3,b'09_11',0.27,spalin,0.3220128989949036
s2c9/k10_r3,b'09_11',0.27,problin,0.37325710103541915
s2c9/k10_r3,b'16_12',0.042,spalin,0.17202502008271386
s2c9/k10_r3,b'16_12',0.042,problin,0.004999999535577728
s2c9/k10_r3,b'16_11',0.042,spalin,0.17202502008271386
s2c9/k10_r3,b'16_11',0.042,problin,0.004999999535577728
s2c9/k10_r3,b'64_4',0.24,spalin,0.14466995409405686
s2c9/k10_r3,b'64_4',0.24,problin,0.12359664229472477
s2c9/k10_r3,b'16_8',0.312,spalin,0.43583430823299596
s2c9/k10_r3,b'16_8',0.312,problin,0.3743156356934113
s2c9/k10_r3,b'02_8',0.228,spalin,0.4152675439068743
s2c9/k10_r3,b'02_8',0.228,problin,0.36931563482267465
s2c9/k10_r3,b'16_10',0.084,spalin,0.02056676432612159
s2c9/k10_r3,b'16_10',0.084,problin,0.005000000870736679
s2c9/k10_r3,b'16_9',0.084,spalin,0.02056676432612159
s2c9/k10_r3,b'16_9',0.084,problin,0.005000000870736679
s2c9/k10_r4,b'3_3',0.492,spalin,0.5089867597828355
s2c9/k10_r4,b'3_3',0.492,problin,0.5078515327029912
s2c9/k10_r4,b'25_6',0.252,spalin,0.17079456045161384
s2c9/k10_r4,b'25_6',0.252,problin,0.1780675819666743
s2c9/k10_r4,b'65_9',0.24,spalin,0.005000000016972467
s2c9/k10_r4,b'65_9',0.24,problin,0.0050000004558498345
s2c9/k10_r4,b'03_16',0.228,spalin,0.1528851413106042
s2c9/k10_r4,b'03_16',0.228,problin,0.1439695209092124
s2c9/k10_r4,b'16_20',0.078,spalin,0.10944667732698239
s2c9/k10_r4,b'16_20',0.078,problin,0.10968013501064489
s2c9/k10_r4,b'16_19',0.078,spalin,0.10944667732698239
s2c9/k10_r4,b'16_19',0.078,problin,0.10968013501064489
s2c9/k10_r4,b'01_15',0.216,spalin,0.1227396504500722
s2c9/k10_r4,b'01_15',0.216,problin,0.03056401758130121
s2c9/k10_r4,b'16_22',0.09,spalin,0.13959216818751444
s2c9/k10_r4,b'16_22',0.09,problin,0.22308563833855605
s2c9/k10_r4,b'16_21',0.09,spalin,0.13959216818751444
s2c9/k10_r4,b'16_21',0.09,problin,0.22308563833855605
s2c9/k10_r4,b'65_8',0.24,spalin,0.0050000000556460495
s2c9/k10_r4,b'65_8',0.24,problin,0.004999999726357696
s2c9/k10_r4,b'16_15',0.306,spalin,0.2623318185989131
s2c9/k10_r4,b'16_15',0.306,problin,0.25364965664934935
s2c9/k10_r4,b'05_15',0.24,spalin,0.005
s2c9/k10_r4,b'05_15',0.24,problin,0.0049999999746434196
s2c9/k10_r4,b'16_18',0.066,spalin,0.25733181879748646
s2c9/k10_r4,b'16_18',0.066,problin,0.24864965667470595
s2c9/k10_r4,b'16_17',0.066,spalin,0.25733181879748646
s2c9/k10_r4,b'16_17',0.066,problin,0.24864965667470595
s2c9/k10_r4,b'24_4',0.246,spalin,0.005
s2c9/k10_r4,b'24_4',0.246,problin,0.004999999833841021
s2c9/k10_r4,b'64_5',0.24,spalin,0.1834531644350881
s2c9/k10_r4,b'64_5',0.24,problin,0.30758454368328497
s2c9/k10_r4,b'16_13',0.312,spalin,0.2496732147078752
s2c9/k10_r4,b'16_13',0.312,problin,0.12413269479886872
s2c9/k10_r4,b'09_11',0.27,spalin,0.15075319734791962
s2c9/k10_r4,b'09_11',0.27,problin,0.11913269514837412
s2c9/k10_r4,b'16_12',0.042,spalin,0.0989200173599556
s2c9/k10_r4,b'16_12',0.042,problin,0.004999999650494608
s2c9/k10_r4,b'16_11',0.042,spalin,0.0989200173599556
s2c9/k10_r4,b'16_11',0.042,problin,0.004999999650494608
s2c9/k10_r4,b'64_4',0.24,spalin,0.21514560878797775
s2c9/k10_r4,b'64_4',0.24,problin,0.2657377335808625
s2c9/k10_r4,b'16_8',0.312,spalin,0.21798077035498561
s2c9/k10_r4,b'16_8',0.312,problin,0.16597950490129118
s2c9/k10_r4,b'02_8',0.228,spalin,0.16582905254772415
s2c9/k10_r4,b'02_8',0.228,problin,0.005000000747962387
s2c9/k10_r4,b'16_10',0.084,spalin,0.052151717807261466
s2c9/k10_r4,b'16_10',0.084,problin,0.1609795041533288
s2c9/k10_r4,b'16_9',0.084,spalin,0.052151717807261466
s2c9/k10_r4,b'16_9',0.084,problin,0.1609795041533288
s2c9/k10_r5,b'3_3',0.492,spalin,0.9154587976365476
s2c9/k10_r5,b'3_3',0.492,problin,0.9154554890452815
s2c9/k10_r5,b'25_6',0.252,spalin,0.1373045256291765
s2c9/k10_r5,b'25_6',0.252,problin,0.18243217655714525
s2c9/k10_r5,b'65_9',0.24,spalin,0.1314514973262856
s2c9/k10_r5,b'65_9',0.24,problin,0.14830570944199437
s2c9/k10_r5,b'03_16',0.228,spalin,0.13753432432603654
s2c9/k10_r5,b'03_16',0.228,problin,0.14934444154504062
s2c9/k10_r5,b'16_20',0.078,spalin,0.06944236388185354
s2c9/k10_r5,b'16_20',0.078,problin,0.004999999932770513
s2c9/k10_r5,b'16_19',0.078,spalin,0.06944236388185354
s2c9/k10_r5,b'16_19',0.078,problin,0.004999999932770513
s2c9/k10_r5,b'01_15',0.216,spalin,0.13660816322968777
s2c9/k10_r5,b'01_15',0.216,problin,0.14934444141344388
s2c9/k10_r5,b'16_22',0.09,spalin,0.07036852497820231
s2c9/k10_r5,b'16_22',0.09,problin,0.005000000064367244
s2c9/k10_r5,b'16_21',0.09,spalin,0.07036852497820231
s2c9/k10_r5,b'16_21',0.09,problin,0.005000000064367244
s2c9/k10_r5,b'65_8',0.24,spalin,0.005
s2c9/k10_r5,b'65_8',0.24,problin,0.0050000003558694365
s2c9/k10_r5,b'16_15',0.306,spalin,0.3334281855363495
s2c9/k10_r5,b'16_15',0.306,problin,0.297650150563936
s2c9/k10_r5,b'05_15',0.24,spalin,0.25061796006034237
s2c9/k10_r5,b'05_15',0.24,problin,0.29265015060741323
s2c9/k10_r5,b'16_18',0.066,spalin,0.08281022547600711
s2c9/k10_r5,b'16_18',0.066,problin,0.0049999999565228
s2c9/k10_r5,b'16_17',0.066,spalin,0.08281022547600711
s2c9/k10_r5,b'16_17',0.066,problin,0.0049999999565228
s2c9/k10_r5,b'24_4',0.246,spalin,0.0050000000307683975
s2c9/k10_r5,b'24_4',0.246,problin,0.005000000075325917
s2c9/k10_r5,b'64_5',0.24,spalin,0.08987676325911761
s2c9/k10_r5,b'64_5',0.24,problin,0.13913331460807313
s2c9/k10_r5,b'16_13',0.312,spalin,0.3808559478734661
s2c9/k10_r5,b'16_13',0.312,problin,0.3409490127353366
s2c9/k10_r5,b'09_11',0.27,spalin,0.2586986889845412
s2c9/k10_r5,b'09_11',0.27,problin,0.33594901277886174
s2c9/k10_r5,b'16_12',0.042,spalin,0.12215725888892495
s2c9/k10_r5,b'16_12',0.042,problin,0.004999999956474865
s2c9/k10_r5,b'16_11',0.042,spalin,0.12215725888892495
s2c9/k10_r5,b'16_11',0.042,problin,0.004999999956474865
s2c9/k10_r5,b'64_4',0.24,spalin,0.10255692350962034
s2c9/k10_r5,b'64_4',0.24,problin,0.012494868243063678
s2c9/k10_r5,b'16_8',0.312,spalin,0.3681757876229634
s2c9/k10_r5,b'16_8',0.312,problin,0.46758745910034605
s2c9/k10_r5,b'02_8',0.228,spalin,0.31225643518405233
s2c9/k10_r5,b'02_8',0.228,problin,0.26976369475248524
s2c9/k10_r5,b'16_10',0.084,spalin,0.055919352438911066
s2c9/k10_r5,b'16_10',0.084,problin,0.19782376434786084
s2c9/k10_r5,b'16_9',0.084,spalin,0.055919352438911066
s2c9/k10_r5,b'16_9',0.084,problin,0.19782376434786084
s16c8/k10_r1,b'8_1',0.222,spalin,0.030437731864814088
s16c8/k10_r1,b'8_1',0.222,problin,0.015820745818268197
s16c8/k10_r1,b'54_4',0.6960000000000001,spalin,0.8235849668089851
s16c8/k10_r1,b'54_4',0.6960000000000001,problin,0.8571483756378562
s16c8/k10_r1,b'16_9',0.372,spalin,0.13156518806438483
s16c8/k10_r1,b'16_9',0.372,problin,0.1430208907419299
s16c8/k10_r1,b'00_8',0.276,spalin,0.10648179829265046
s16c8/k10_r1,b'00_8',0.276,problin,0.13802089414796295
s16c8/k10_r1,b'16_11',0.096,spalin,0.025083389771734382
s16c8/k10_r1,b'16_11',0.096,problin,0.00499999659396694
s16c8/k10_r1,b'16_10',0.096,spalin,0.025083389771734382
s16c8/k10_r1,b'16_10',0.096,problin,0.00499999659396694
s16c8/k10_r1,b'5_1',0.342,spalin,0.2206535570829024
s16c8/k10_r1,b'5_1',0.342,problin,0.27978915629012313
s16c8/k10_r1,b'57_3',0.372,spalin,0.346193708518191
s16c8/k10_r1,b'57_3',0.372,problin,0.29187351446745885
s16c8/k10_r1,b'14_7',0.342,spalin,0.375760883856569
s16c8/k10_r1,b'14_7',0.342,problin,0.4235065980635769
s16c8/k10_r1,b'16_8',0.012,spalin,0.012542005415707618
s16c8/k10_r1,b'16_8',0.012,problin,0.00499999755862722
s16c8/k10_r1,b'16_7',0.012,spalin,0.012542005415707618
s16c8/k10_r1,b'16_7',0.012,problin,0.00499999755862722
s16c8/k10_r1,b'05_5',0.28800000000000003,spalin,0.3277362403342886
s16c8/k10_r1,b'05_5',0.28800000000000003,problin,0.42350659847312444
s16c8/k10_r1,b'16_6',0.066,spalin,0.060566648937988
s16c8/k10_r1,b'16_6',0.066,problin,0.004999997149079651
s16c8/k10_r1,b'16_5',0.066,spalin,0.060566648937988
s16c8/k10_r1,b'16_5',0.066,problin,0.004999997149079651
s16c8/k10_r1,b'52_1',0.342,spalin,0.5892712875778908
s16c8/k10_r1,b'52_1',0.342,problin,0.6216423430635777
s16c8/k10_r1,b'99_1',0.28200000000000003,spalin,0.08272385888261537
s16c8/k10_r1,b'99_1',0.28200000000000003,problin,0.09373776468185194
s16c8/k10_r1,b'16_2',0.10200000000000001,spalin,0.06250145132996142
s16c8/k10_r1,b'16_2',0.10200000000000001,problin,0.0050000023442333475
s16c8/k10_r1,b'16_1',0.10200000000000001,spalin,0.06250145132996142
s16c8/k10_r1,b'16_1',0.10200000000000001,problin,0.0050000023442333475
s16c8/k10_r1,b'96_2',0.264,spalin,0.07749776244463445
s16c8/k10_r1,b'96_2',0.264,problin,0.004999997164319033
s16c8/k10_r1,b'16_4',0.12,spalin,0.06772754776794235
s16c8/k10_r1,b'16_4',0.12,problin,0.09373776986176625
s16c8/k10_r1,b'16_3',0.12,spalin,0.06772754776794235
s16c8/k10_r1,b'16_3',0.12,problin,0.09373776986176625
s16c8/k10_r2,b'8_1',0.222,spalin,0.005000000001991493
s16c8/k10_r2,b'8_1',0.222,problin,0.004999992955110266
s16c8/k10_r2,b'54_4',0.6960000000000001,spalin,0.8334741505769537
s16c8/k10_r2,b'54_4',0.6960000000000001,problin,0.8445240711903681
s16c8/k10_r2,b'16_9',0.372,spalin,0.13691847243737088
s16c8/k10_r2,b'16_9',0.372,problin,0.13929762003928345
s16c8/k10_r2,b'00_8',0.276,spalin,0.10973384155741633
s16c8/k10_r2,b'00_8',0.276,problin,0.13429762701783146
s16c8/k10_r2,b'16_11',0.096,spalin,0.027184630879954545
s16c8/k10_r2,b'16_11',0.096,problin,0.004999993021451988
s16c8/k10_r2,b'16_10',0.096,spalin,0.027184630879954545
s16c8/k10_r2,b'16_10',0.096,problin,0.004999993021451988
s16c8/k10_r2,b'5_1',0.342,spalin,0.2672139639536475
s16c8/k10_r2,b'5_1',0.342,problin,0.3173563290864442
s16c8/k10_r2,b'57_3',0.372,spalin,0.5208447027576076
s16c8/k10_r2,b'57_3',0.372,problin,0.5282667877031788
s16c8/k10_r2,b'14_7',0.342,spalin,0.16832348674612913
s16c8/k10_r2,b'14_7',0.342,problin,0.13319857784568295
s16c8/k10_r2,b'16_8',0.012,spalin,0.014010469556940306
s16c8/k10_r2,b'16_8',0.012,problin,0.0049999965943456435
s16c8/k10_r2,b'16_7',0.012,spalin,0.014010469556940306
s16c8/k10_r2,b'16_7',0.012,problin,0.0049999965943456435
s16c8/k10_r2,b'05_5',0.28800000000000003,spalin,0.12186038071518303
s16c8/k10_r2,b'05_5',0.28800000000000003,problin,0.13319858170677837
s16c8/k10_r2,b'16_6',0.066,spalin,0.060473575587886394
s16c8/k10_r2,b'16_6',0.066,problin,0.0049999927332502175
s16c8/k10_r2,b'16_5',0.066,spalin,0.060473575587886394
s16c8/k10_r2,b'16_5',0.066,problin,0.0049999927332502175
s16c8/k10_r2,b'52_1',0.342,spalin,0.3166711647730114
s16c8/k10_r2,b'52_1',0.342,problin,0.3045265485650592
s16c8/k10_r2,b'99_1',0.28200000000000003,spalin,0.328030033088427
s16c8/k10_r2,b'99_1',0.28200000000000003,problin,0.35693882014693645
s16c8/k10_r2,b'16_2',0.10200000000000001,spalin,0.05847746119923876
s16c8/k10_r2,b'16_2',0.10200000000000001,problin,0.004999993431211775
s16c8/k10_r2,b'16_1',0.10200000000000001,spalin,0.05847746119923876
s16c8/k10_r2,b'16_1',0.10200000000000001,problin,0.004999993431211775
s16c8/k10_r2,b'96_2',0.264,spalin,0.3161684353658898
s16c8/k10_r2,b'96_2',0.264,problin,0.16796281398549753
s16c8/k10_r2,b'16_4',0.12,spalin,0.07033905892177593
s16c8/k10_r2,b'16_4',0.12,problin,0.1939759995926507
s16c8/k10_r2,b'16_3',0.12,spalin,0.07033905892177593
s16c8/k10_r2,b'16_3',0.12,problin,0.1939759995926507
s16c8/k10_r3,b'8_1',0.222,spalin,0.1993577327783314
s16c8/k10_r3,b'8_1',0.222,problin,0.19271304141151707
s16c8/k10_r3,b'54_4',0.6960000000000001,spalin,0.47455723211604633
s16c8/k10_r3,b'54_4',0.6960000000000001,problin,0.4301140688094906
s16c8/k10_r3,b'16_9',0.372,spalin,0.23824958417246972
s16c8/k10_r3,b'16_9',0.372,problin,0.3008837215801732
s16c8/k10_r3,b'00_8',0.276,spalin,0.16889458108903313
s16c8/k10_r3,b'00_8',0.276,problin,0.18181444415917777
s16c8/k10_r3,b'16_11',0.096,spalin,0.06935500308343662
s16c8/k10_r3,b'16_11',0.096,problin,0.11906927742099542
s16c8/k10_r3,b'16_10',0.096,spalin,0.06935500308343662
s16c8/k10_r3,b'16_10',0.096,problin,0.11906927742099542
s16c8/k10_r3,b'5_1',0.342,spalin,0.0649096083804708
s16c8/k10_r3,b'5_1',0.342,problin,0.11705288806436437
s16c8/k10_r3,b'57_3',0.372,spalin,0.45506260093550815
s16c8/k10_r3,b'57_3',0.372,problin,0.4591767605979305
s16c8/k10_r3,b'14_7',0.342,spalin,0.1389477723647363
s16c8/k10_r3,b'14_7',0.342,problin,0.005000000998570527
s16c8/k10_r3,b'16_8',0.012,spalin,0.05388683460780076
s16c8/k10_r3,b'16_8',0.012,problin,0.1497681407287984
s16c8/k10_r3,b'16_7',0.012,spalin,0.05388683460780076
s16c8/k10_r3,b'16_7',0.012,problin,0.1497681407287984
s16c8/k10_r3,b'05_5',0.28800000000000003,spalin,0.1283620315547541
s16c8/k10_r3,b'05_5',0.28800000000000003,problin,0.1497681419490127
s16c8/k10_r3,b'16_6',0.066,spalin,0.064472575417783
s16c8/k10_r3,b'16_6',0.066,problin,0.004999999778356236
s16c8/k10_r3,b'16_5',0.066,spalin,0.064472575417783
s16c8/k10_r3,b'16_5',0.066,problin,0.004999999778356236
s16c8/k10_r3,b'52_1',0.342,spalin,0.39076447168924455
s16c8/k10_r3,b'52_1',0.342,problin,0.37975453972989826
s16c8/k10_r3,b'99_1',0.28200000000000003,spalin,0.18179974849896932
s16c8/k10_r3,b'99_1',0.28200000000000003,problin,0.2291903625877923
s16c8/k10_r3,b'16_2',0.10200000000000001,spalin,0.07533298771983138
s16c8/k10_r3,b'16_2',0.10200000000000001,problin,0.005000000007608827
s16c8/k10_r3,b'16_1',0.10200000000000001,spalin,0.07533298771983138
s16c8/k10_r3,b'16_1',0.10200000000000001,problin,0.005000000007608827
s16c8/k10_r3,b'96_2',0.264,spalin,0.23494586751222296
s16c8/k10_r3,b'96_2',0.264,problin,0.22919036280020802
s16c8/k10_r3,b'16_4',0.12,spalin,0.022186868706577708
s16c8/k10_r3,b'16_4',0.12,problin,0.00499999979519312
s16c8/k10_r3,b'16_3',0.12,spalin,0.022186868706577708
s16c8/k10_r3,b'16_3',0.12,problin,0.00499999979519312
s16c8/k10_r4,b'8_1',0.222,spalin,0.23145726278098555
s16c8/k10_r4,b'8_1',0.222,problin,0.2146973501496931
s16c8/k10_r4,b'54_4',0.6960000000000001,spalin,0.9602122555729603
s16c8/k10_r4,b'54_4',0.6960000000000001,problin,0.9326117902567733
s16c8/k10_r4,b'16_9',0.372,spalin,0.3461995656797385
s16c8/k10_r4,b'16_9',0.372,problin,0.42370058314407655
s16c8/k10_r4,b'00_8',0.276,spalin,0.30304790874537113
s16c8/k10_r4,b'00_8',0.276,problin,0.4187005834897071
s16c8/k10_r4,b'16_11',0.096,spalin,0.043151656934367344
s16c8/k10_r4,b'16_11',0.096,problin,0.0049999996543694455
s16c8/k10_r4,b'16_10',0.096,spalin,0.043151656934367344
s16c8/k10_r4,b'16_10',0.096,problin,0.0049999996543694455
s16c8/k10_r4,b'5_1',0.342,spalin,0.3890638978578574
s16c8/k10_r4,b'5_1',0.342,problin,0.4792249637657939
s16c8/k10_r4,b'57_3',0.372,spalin,0.739198323130668
s16c8/k10_r4,b'57_3',0.372,problin,0.8670874075590489
