experiment,method,est_sigma
s10c5_k10_r4_,spalin-divide-beta3,1.595548460657953
s10c5_k10_r4_,spalin-divide-beta5,1.4736932472446
s10c5_k10_r4_,spalin-divide-beta7,1.343643848196749
s10c5_k10_r4_,spalin-divide-beta10,1.092804105170061
s10c5_k10_r5_,spalin-spatialonly,3.04404686502545
s10c5_k10_r5_,spalin-divide-beta5-spatialonly,1.419497558451215
s10c5_k10_r5_,spalin,2.835928565454773
s10c5_k10_r5_,spalin-divide-beta1,1.63060114946972
s10c5_k10_r5_,spalin-divide-beta3,1.518624471514927
s10c5_k10_r5_,spalin-divide-beta5,1.399310799860059
s10c5_k10_r5_,spalin-divide-beta7,1.27200690413534
s10c5_k10_r5_,spalin-divide-beta10,0.999961818399183
s18c1_k10_r1_,spalin-spatialonly,1.70138392797298
s18c1_k10_r1_,spalin-divide-beta5-spatialonly,1.128160923229306
s18c1_k10_r1_,spalin,2.03500029569717
s18c1_k10_r1_,spalin-divide-beta1,1.38267882630206
s18c1_k10_r1_,spalin-divide-beta3,1.291502054512209
s18c1_k10_r1_,spalin-divide-beta5,1.19543660352159
s18c1_k10_r1_,spalin-divide-beta7,1.094639875060089
s18c1_k10_r1_,spalin-divide-beta10,0.940747039654669
s18c1_k10_r2_,spalin-spatialonly,1.70138392797298
s18c1_k10_r2_,spalin-divide-beta5-spatialonly,1.141835340812022
s18c1_k10_r2_,spalin,2.335363080428914
s18c1_k10_r2_,spalin-divide-beta1,1.48019333994772
s18c1_k10_r2_,spalin-divide-beta3,1.38035125846747
s18c1_k10_r2_,spalin-divide-beta5,1.275736318282517
s18c1_k10_r2_,spalin-divide-beta7,1.1667862947758
s18c1_k10_r2_,spalin-divide-beta10,1.000916290755252
s18c1_k10_r3_,spalin-spatialonly,1.70138392797298
s18c1_k10_r3_,spalin-divide-beta5-spatialonly,1.141762621263607
s18c1_k10_r3_,spalin,2.87582906262479
s18c1_k10_r3_,spalin-divide-beta1,1.641855057682316
s18c1_k10_r3_,spalin-divide-beta3,1.529341162325678
s18c1_k10_r3_,spalin-divide-beta5,1.409788611650652
s18c1_k10_r3_,spalin-divide-beta7,1.28035954145941
s18c1_k10_r3_,spalin-divide-beta10,1.088802660148321
s18c1_k10_r4_,spalin-spatialonly,1.70138392797298
s18c1_k10_r4_,spalin-divide-beta5-spatialonly,1.127394448100139
s18c1_k10_r4_,spalin,2.73224423912569
s18c1_k10_r4_,spalin-divide-beta1,1.60169035655297
s18c1_k10_r4_,spalin-divide-beta3,1.494848907352099
s18c1_k10_r4_,spalin-divide-beta5,1.38309770661997
s18c1_k10_r4_,spalin-divide-beta7,1.26695384657293
s18c1_k10_r4_,spalin-divide-beta10,1.092416229562036
s18c1_k10_r5_,spalin-spatialonly,1.70138392797298
s18c1_k10_r5_,spalin-divide-beta5-spatialonly,1.142034300991969
s18c1_k10_r5_,spalin,2.369729825955217
s18c1_k10_r5_,spalin-divide-beta1,1.49021769973728
s18c1_k10_r5_,spalin-divide-beta3,1.38817550316375
s18c1_k10_r5_,spalin-divide-beta5,1.280828623560137
s18c1_k10_r5_,spalin-divide-beta7,1.168674263571065
s18c1_k10_r5_,spalin-divide-beta10,0.99748394588251
s10c2_k10_r1_,spalin-spatialonly,3.374243742780356
s10c2_k10_r1_,spalin-divide-beta5-spatialonly,1.395435658388766
s10c2_k10_r1_,spalin,2.85605997828454
s10c2_k10_r1_,spalin-divide-beta1,1.645747702403466
s10c2_k10_r1_,spalin-divide-beta3,1.554116843175427
s10c2_k10_r1_,spalin-divide-beta5,1.458483378404185
s10c2_k10_r1_,spalin-divide-beta7,1.332952010143366
s10c2_k10_r1_,spalin-divide-beta10,1.194560080327111
s10c2_k10_r2_,spalin-spatialonly,3.374243742780356
s10c2_k10_r2_,spalin-divide-beta5-spatialonly,1.395445039753885
s10c2_k10_r2_,spalin,3.3948227560686
s10c2_k10_r2_,spalin-divide-beta1,1.795264373327569
s10c2_k10_r2_,spalin-divide-beta3,1.69791500124774
s10c2_k10_r2_,spalin-divide-beta5,1.597025361561606
s10c2_k10_r2_,spalin-divide-beta7,1.444544160701158
s10c2_k10_r2_,spalin-divide-beta10,1.30946405596108
s10c2_k10_r3_,spalin-spatialonly,3.374243742780356
s10c2_k10_r3_,spalin-divide-beta5-spatialonly,1.395343047319899
s10c2_k10_r3_,spalin,3.21864108773836
s10c2_k10_r3_,spalin-divide-beta1,1.744859192084466
s10c2_k10_r3_,spalin-divide-beta3,1.642625495135226
s10c2_k10_r3_,spalin-divide-beta5,1.534370790028717
s10c2_k10_r3_,spalin-divide-beta7,1.418161223748392
s10c2_k10_r3_,spalin-divide-beta10,1.236522458688804
s10c2_k10_r4_,spalin-spatialonly,3.374243742780356
s10c2_k10_r4_,spalin-divide-beta5-spatialonly,1.395454915434516
s10c2_k10_r4_,spalin,2.62433826456039
s10c2_k10_r4_,spalin-divide-beta1,1.580420172660026
s10c2_k10_r4_,spalin-divide-beta3,1.499290416864205
s10c2_k10_r4_,spalin-divide-beta5,1.414256136898797
s10c2_k10_r4_,spalin-divide-beta7,1.3251881042775
s10c2_k10_r4_,spalin-divide-beta10,1.18548970985445
s10c2_k10_r5_,spalin-spatialonly,3.374243742780356
s10c2_k10_r5_,spalin-divide-beta5-spatialonly,1.39547663175763
s10c2_k10_r5_,spalin,2.929751681682112
s10c2_k10_r5_,spalin-divide-beta1,1.66625158199328
s10c2_k10_r5_,spalin-divide-beta3,1.571499083400211
s10c2_k10_r5_,spalin-divide-beta5,1.47145026602909
s10c2_k10_r5_,spalin-divide-beta7,1.36538949943443
s10c2_k10_r5_,spalin-divide-beta10,1.196231745314343
s20c4_k10_r1_,spalin-spatialonly,4.301343978902604
s20c4_k10_r1_,spalin-divide-beta5-spatialonly,1.886582443581712
s20c4_k10_r1_,spalin,3.847975390528411
s20c4_k10_r1_,spalin-divide-beta1,1.92196107251986
s20c4_k10_r1_,spalin-divide-beta3,1.840452338585735
s20c4_k10_r1_,spalin-divide-beta5,1.75570631804815
s20c4_k10_r1_,spalin-divide-beta7,1.667557544647191
s20c4_k10_r1_,spalin-divide-beta10,1.528755943930004
s20c4_k10_r2_,spalin-spatialonly,4.301343978902604
s20c4_k10_r2_,spalin-divide-beta5-spatialonly,1.886522911333126
s20c4_k10_r2_,spalin,5.9509685970598
s20c4_k10_r2_,spalin-divide-beta1,2.393641278198829
s20c4_k10_r2_,spalin-divide-beta3,2.299255615359572
s20c4_k10_r2_,spalin-divide-beta5,2.201698190846372
s20c4_k10_r2_,spalin-divide-beta7,2.100707366153823
s20c4_k10_r2_,spalin-divide-beta10,1.888955518389559
s20c4_k10_r3_,spalin-spatialonly,4.301343978902604
s20c4_k10_r3_,spalin-divide-beta5-spatialonly,1.88685390672705
s20c4_k10_r3_,spalin,3.77693253944379
s20c4_k10_r3_,spalin-divide-beta1,1.905020216194915
s20c4_k10_r3_,spalin-divide-beta3,1.825902110846565
s20c4_k10_r3_,spalin-divide-beta5,1.74349591346239
s20c4_k10_r3_,spalin-divide-beta7,1.6573967646693
s20c4_k10_r3_,spalin-divide-beta10,1.520067628273774
s20c4_k10_r4_,spalin-spatialonly,4.301343978902604
s20c4_k10_r4_,spalin-divide-beta5-spatialonly,1.88637540452298
s20c4_k10_r4_,spalin,4.19420867275583
s20c4_k10_r4_,spalin-divide-beta1,2.007981927875837
s20c4_k10_r4_,spalin-divide-beta3,1.92555401209352
s20c4_k10_r4_,spalin-divide-beta5,1.840274718388004
s20c4_k10_r4_,spalin-divide-beta7,1.750931758687112
s20c4_k10_r4_,spalin-divide-beta10,1.60877801034153
s20c4_k10_r5_,spalin-spatialonly,4.301343978902604
s20c4_k10_r5_,spalin-divide-beta5-spatialonly,1.887020177321539
s20c4_k10_r5_,spalin,4.75739536396067
s20c4_k10_r5_,spalin-divide-beta1,2.140059276160647
s20c4_k10_r5_,spalin-divide-beta3,2.056058245970906
s20c4_k10_r5_,spalin-divide-beta5,1.968977831979086
s20c4_k10_r5_,spalin-divide-beta7,1.878839980892178
s20c4_k10_r5_,spalin-divide-beta10,1.737267788451859
s4c10_k10_r1_,spalin-spatialonly,3.802435442421139
s4c10_k10_r1_,spalin-divide-beta5-spatialonly,1.367636971266653
s4c10_k10_r1_,spalin,2.885132952824047
s4c10_k10_r1_,spalin-divide-beta1,1.648654260821498
s4c10_k10_r1_,spalin-divide-beta3,1.545150755880568
s4c10_k10_r1_,spalin-divide-beta5,1.406046095691325
s4c10_k10_r1_,spalin-divide-beta7,1.267692703877854
s4c10_k10_r1_,spalin-divide-beta10,1.187378181774867
s4c10_k10_r2_,spalin-spatialonly,3.802435442421139
s4c10_k10_r2_,spalin-divide-beta5-spatialonly,1.367677989733721
s4c10_k10_r2_,spalin,3.74697588460345
s4c10_k10_r2_,spalin-divide-beta1,1.878775787961563
s4c10_k10_r2_,spalin-divide-beta3,1.761053601779772
s4c10_k10_r2_,spalin-divide-beta5,1.55563934043626
s4c10_k10_r2_,spalin-divide-beta7,1.350072786802393
s4c10_k10_r2_,spalin-divide-beta10,1.34045469794131
s4c10_k10_r3_,spalin-spatialonly,3.802435442421139
s4c10_k10_r3_,spalin-divide-beta5-spatialonly,1.36765148311789
s4c10_k10_r3_,spalin,3.041668950145256
s4c10_k10_r3_,spalin-divide-beta1,1.693421146782174
s4c10_k10_r3_,spalin-divide-beta3,1.589108683173722
s4c10_k10_r3_,spalin-divide-beta5,1.441869763435786
s4c10_k10_r3_,spalin-divide-beta7,1.251997264088927
s4c10_k10_r3_,spalin-divide-beta10,1.22293596342329
s4c10_k10_r4_,spalin-spatialonly,3.802435442421139
s4c10_k10_r4_,spalin-divide-beta5-spatialonly,1.36769797662743
s4c10_k10_r4_,spalin,3.400759684787485
s4c10_k10_r4_,spalin-divide-beta1,1.791160998691946
s4c10_k10_r4_,spalin-divide-beta3,1.682201318647831
s4c10_k10_r4_,spalin-divide-beta5,1.510782654816293
s4c10_k10_r4_,spalin-divide-beta7,1.310537242472791
s4c10_k10_r4_,spalin-divide-beta10,1.271589912206762
s4c10_k10_r5_,spalin-spatialonly,3.802163406764309
s4c10_k10_r5_,spalin-divide-beta5-spatialonly,1.367664666325476
s4c10_k10_r5_,spalin,2.893501237281798
s4c10_k10_r5_,spalin-divide-beta1,1.652588416599329
s4c10_k10_r5_,spalin-divide-beta3,1.552571560749768
s4c10_k10_r5_,spalin-divide-beta5,1.41518609194825
s4c10_k10_r5_,spalin-divide-beta7,1.23201038617318
s4c10_k10_r5_,spalin-divide-beta10,1.179330318993842
s20c2_k10_r1_,spalin-spatialonly,3.79477238378982
s20c2_k10_r1_,spalin-divide-beta5-spatialonly,1.422250418746768
s20c2_k10_r1_,spalin,2.423412338645601
s20c2_k10_r1_,spalin-divide-beta1,1.51403907075121
s20c2_k10_r1_,spalin-divide-beta3,1.425877388073574
s20c2_k10_r1_,spalin-divide-beta5,1.334278065973004
s20c2_k10_r1_,spalin-divide-beta7,1.214204501526127
s20c2_k10_r1_,spalin-divide-beta10,1.071161256634033
s20c2_k10_r2_,spalin-spatialonly,3.79477238378982
s20c2_k10_r2_,spalin-divide-beta5-spatialonly,1.422187300545535
s20c2_k10_r2_,spalin,2.49901944431902
s20c2_k10_r2_,spalin-divide-beta1,1.537541046506856
s20c2_k10_r2_,spalin-divide-beta3,1.447606737897395
s20c2_k10_r2_,spalin-divide-beta5,1.35330613140593
s20c2_k10_r2_,spalin-divide-beta7,1.257365153389074
s20c2_k10_r2_,spalin-divide-beta10,1.088392317570391
s20c2_k10_r3_,spalin-spatialonly,3.79477238378982
s20c2_k10_r3_,spalin-divide-beta5-spatialonly,1.4223283481035
s20c2_k10_r3_,spalin,2.794403655464992
s20c2_k10_r3_,spalin-divide-beta1,1.624619465582637
s20c2_k10_r3_,spalin-divide-beta3,1.527143220617623
s20c2_k10_r3_,spalin-divide-beta5,1.409554752059362
s20c2_k10_r3_,spalin-divide-beta7,1.287061826046904
s20c2_k10_r3_,spalin-divide-beta10,1.12712319330539
s20c2_k10_r4_,spalin-spatialonly,3.79477238378982
s20c2_k10_r4_,spalin-divide-beta5-spatialonly,1.422292121697074
s20c2_k10_r4_,spalin,2.583682383990769
s20c2_k10_r4_,spalin-divide-beta1,1.5640415099043
s20c2_k10_r4_,spalin-divide-beta3,1.47461906069901
s20c2_k10_r4_,spalin-divide-beta5,1.371104553750221
s20c2_k10_r4_,spalin-divide-beta7,1.259556325408249
s20c2_k10_r4_,spalin-divide-beta10,1.123922852237773
s20c2_k10_r5_,spalin-spatialonly,3.79477238378982
s20c2_k10_r5_,spalin-divide-beta5-spatialonly,1.422312924534643
s20c2_k10_r5_,spalin,2.703661370034895
s20c2_k10_r5_,spalin-divide-beta1,1.599363188308294
s20c2_k10_r5_,spalin-divide-beta3,1.506797977389423
s20c2_k10_r5_,spalin-divide-beta5,1.396115621236412
s20c2_k10_r5_,spalin-divide-beta7,1.279357253956573
s20c2_k10_r5_,spalin-divide-beta10,1.11772112181178
s15c2_k10_r1_,spalin-spatialonly,3.059456362826679
s15c2_k10_r1_,spalin-divide-beta5-spatialonly,1.509277837607201
s15c2_k10_r1_,spalin,2.657823155255045
s15c2_k10_r1_,spalin-divide-beta1,1.5764670786729
s15c2_k10_r1_,spalin-divide-beta3,1.463592039459607
s15c2_k10_r1_,spalin-divide-beta5,1.343112095051321
s15c2_k10_r1_,spalin-divide-beta7,1.194717079657712
s15c2_k10_r1_,spalin-divide-beta10,1.018805039526063
s15c2_k10_r2_,spalin-spatialonly,3.059456362826679
s15c2_k10_r2_,spalin-divide-beta5-spatialonly,1.50934050160408
s15c2_k10_r2_,spalin,2.40609037477209
s15c2_k10_r2_,spalin-divide-beta1,1.5009479575365
s15c2_k10_r2_,spalin-divide-beta3,1.395783395206693
s15c2_k10_r2_,spalin-divide-beta5,1.28352995864402
s15c2_k10_r2_,spalin-divide-beta7,1.150401840872813
s15c2_k10_r2_,spalin-divide-beta10,0.96636355889336
s15c2_k10_r3_,spalin-spatialonly,3.059456362826679
s15c2_k10_r3_,spalin-divide-beta5-spatialonly,1.509178983735855
s15c2_k10_r3_,spalin,2.70040240784144
s15c2_k10_r3_,spalin-divide-beta1,1.590860148062236
s15c2_k10_r3_,spalin-divide-beta3,1.481148820010218
s15c2_k10_r3_,spalin-divide-beta5,1.36375664293161
s15c2_k10_r3_,spalin-divide-beta7,1.21686427929279
s15c2_k10_r3_,spalin-divide-beta10,1.022923680007585
s15c2_k10_r4_,spalin-spatialonly,3.059456362826679
s15c2_k10_r4_,spalin-divide-beta5-spatialonly,1.502914465254719
s15c2_k10_r4_,spalin,2.21514135940646
s15c2_k10_r4_,spalin-divide-beta1,1.441914356221007
s15c2_k10_r4_,spalin-divide-beta3,1.345615238445843
s15c2_k10_r4_,spalin-divide-beta5,1.24289090233658
s15c2_k10_r4_,spalin-divide-beta7,1.123685945153396
s15c2_k10_r4_,spalin-divide-beta10,0.958106074916842
s15c2_k10_r5_,spalin-spatialonly,3.059456362826679
s15c2_k10_r5_,spalin-divide-beta5-spatialonly,1.284627904879008
s15c2_k10_r5_,spalin,2.209592732422542
s15c2_k10_r5_,spalin-divide-beta1,1.437924603070272
s15c2_k10_r5_,spalin-divide-beta3,1.336545620739876
s15c2_k10_r5_,spalin-divide-beta5,1.228344950428884
s15c2_k10_r5_,spalin-divide-beta7,1.104556472829411
s15c2_k10_r5_,spalin-divide-beta10,0.93373510715078
s15c5_k10_r1_,spalin-spatialonly,4.28243922936257
s15c5_k10_r1_,spalin-divide-beta5-spatialonly,1.10156402375004
s15c5_k10_r1_,spalin,3.670967330404294
s15c5_k10_r1_,spalin-divide-beta1,1.862622440902535
s15c5_k10_r1_,spalin-divide-beta3,1.752513352511389
s15c5_k10_r1_,spalin-divide-beta5,1.638164339046897
s15c5_k10_r1_,spalin-divide-beta7,1.439070360495585
s15c5_k10_r1_,spalin-divide-beta10,1.307642219699825
s15c5_k10_r2_,spalin-spatialonly,4.28243922936257
s15c5_k10_r2_,spalin-divide-beta5-spatialonly,1.101775943971696
s15c5_k10_r2_,spalin,3.55381671724674
s15c5_k10_r2_,spalin-divide-beta1,1.833273092664338
s15c5_k10_r2_,spalin-divide-beta3,1.726516381170561
s15c5_k10_r2_,spalin-divide-beta5,1.6159259196874
s15c5_k10_r2_,spalin-divide-beta7,1.424095626973585
s15c5_k10_r2_,spalin-divide-beta10,1.300493085025643
s15c5_k10_r3_,spalin-spatialonly,2.14804994825556
s15c5_k10_r3_,spalin-divide-beta5-spatialonly,1.343385804851902
s15c5_k10_r3_,spalin,3.42917563236672
s15c5_k10_r3_,spalin-divide-beta1,1.801386710359233
s15c5_k10_r3_,spalin-divide-beta3,1.697285790251441
s15c5_k10_r3_,spalin-divide-beta5,1.588777158651664
s15c5_k10_r3_,spalin-divide-beta7,1.402541092350661
s15c5_k10_r3_,spalin-divide-beta10,1.278155885423074
s15c5_k10_r4_,spalin-spatialonly,4.28243922936257
s15c5_k10_r4_,spalin-divide-beta5-spatialonly,1.344089108411755
s15c5_k10_r4_,spalin,4.374679490291816
s15c5_k10_r4_,spalin-divide-beta1,2.03407814320951
s15c5_k10_r4_,spalin-divide-beta3,1.915196729935999
s15c5_k10_r4_,spalin-divide-beta5,1.788581232286483
s15c5_k10_r4_,spalin-divide-beta7,1.536509072813359
s15c5_k10_r4_,spalin-divide-beta10,1.374050861529598
s15c5_k10_r5_,spalin-spatialonly,4.28243922936257
s15c5_k10_r5_,spalin-divide-beta5-spatialonly,1.33899802230451
s15c5_k10_r5_,spalin,2.841010336411886
s15c5_k10_r5_,spalin-divide-beta1,1.637477693978144
s15c5_k10_r5_,spalin-divide-beta3,1.537659777587278
s15c5_k10_r5_,spalin-divide-beta5,1.4323981254963
s15c5_k10_r5_,spalin-divide-beta7,1.321873570740678
s15c5_k10_r5_,spalin-divide-beta10,1.17501162808882
s7c1_k10_r1_,spalin-spatialonly,4.1211755088344
s7c1_k10_r1_,spalin-divide-beta5-spatialonly,1.51914759985186
s7c1_k10_r1_,spalin,2.95764257724493
s7c1_k10_r1_,spalin-divide-beta1,1.678449765904126
s7c1_k10_r1_,spalin-divide-beta3,1.593679246840758
s7c1_k10_r1_,spalin-divide-beta5,1.50489417505
s7c1_k10_r1_,spalin-divide-beta7,1.411636802360393
s7c1_k10_r1_,spalin-divide-beta10,1.267829181443977
s7c1_k10_r2_,spalin-spatialonly,4.1211755088344
s7c1_k10_r2_,spalin-divide-beta5-spatialonly,1.5192951088163
s7c1_k10_r2_,spalin,3.63350480423887
s7c1_k10_r2_,spalin-divide-beta1,1.859773029061265
s7c1_k10_r2_,spalin-divide-beta3,1.763903822422784
s7c1_k10_r2_,spalin-divide-beta5,1.663655818935918
s7c1_k10_r2_,spalin-divide-beta7,1.558647138643572
s7c1_k10_r2_,spalin-divide-beta10,1.399734872656216
s7c1_k10_r3_,spalin-spatialonly,4.1211755088344
s7c1_k10_r3_,spalin-divide-beta5-spatialonly,1.519188809268309
s7c1_k10_r3_,spalin,2.943287285069769
s7c1_k10_r3_,spalin-divide-beta1,1.674482317695974
s7c1_k10_r3_,spalin-divide-beta3,1.589907683234089
s7c1_k10_r3_,spalin-divide-beta5,1.501534993714039
s7c1_k10_r3_,spalin-divide-beta7,1.408906441068157
s7c1_k10_r3_,spalin-divide-beta10,1.267973978692407
s7c1_k10_r4_,spalin-spatialonly,4.1211755088344
s7c1_k10_r4_,spalin-divide-beta5-spatialonly,1.519236863395326
s7c1_k10_r4_,spalin,3.027059236724522
s7c1_k10_r4_,spalin-divide-beta1,1.696933151649567
s7c1_k10_r4_,spalin-divide-beta3,1.608473181752477
s7c1_k10_r4_,spalin-divide-beta5,1.515137238164841
s7c1_k10_r4_,spalin-divide-beta7,1.41767097720722
s7c1_k10_r4_,spalin-divide-beta10,1.26931271351034
s7c1_k10_r5_,spalin-spatialonly,4.1211755088344
s7c1_k10_r5_,spalin-divide-beta5-spatialonly,1.51925401229578
s7c1_k10_r5_,spalin,3.3481359467976
s7c1_k10_r5_,spalin-divide-beta1,1.787481893461147
s7c1_k10_r5_,spalin-divide-beta3,1.700538859124858
s7c1_k10_r5_,spalin-divide-beta5,1.61051916453194
s7c1_k10_r5_,spalin-divide-beta7,1.51076439925299
s7c1_k10_r5_,spalin-divide-beta10,1.337539902591077
s5c5_k10_r1_,spalin-spatialonly,2.96160966789779
s5c5_k10_r1_,spalin-divide-beta5-spatialonly,1.158499119977179
s5c5_k10_r1_,spalin,2.250309441742714
s5c5_k10_r1_,spalin-divide-beta1,1.450374144207999
s5c5_k10_r1_,spalin-divide-beta3,1.34656179715664
s5c5_k10_r1_,spalin-divide-beta5,1.196424335403786
s5c5_k10_r1_,spalin-divide-beta7,1.121535152240044
s5c5_k10_r1_,spalin-divide-beta10,0.978221856489089
s5c5_k10_r2_,spalin-spatialonly,2.96160966789779
s5c5_k10_r2_,spalin-divide-beta5-spatialonly,1.158527616992571
s5c5_k10_r2_,spalin,1.950075283105487
s5c5_k10_r2_,spalin-divide-beta1,1.349197403319061
s5c5_k10_r2_,spalin-divide-beta3,1.2501343226313
s5c5_k10_r2_,spalin-divide-beta5,1.14403318903118
s5c5_k10_r2_,spalin-divide-beta7,1.046216807788154
s5c5_k10_r2_,spalin-divide-beta10,0.913644203938698
s5c5_k10_r3_,spalin-spatialonly,2.96160966789779
s5c5_k10_r3_,spalin-divide-beta5-spatialonly,1.158583555080816
s5c5_k10_r3_,spalin,2.19420961146501
s5c5_k10_r3_,spalin-divide-beta1,1.43265912838068
s5c5_k10_r3_,spalin-divide-beta3,1.331479636539389
s5c5_k10_r3_,spalin-divide-beta5,1.183598969743033
s5c5_k10_r3_,spalin-divide-beta7,1.08830014199651
s5c5_k10_r3_,spalin-divide-beta10,0.9624875151315
s5c5_k10_r4_,spalin-spatialonly,3.228133348992227
s5c5_k10_r4_,spalin-divide-beta5-spatialonly,1.15842824039872
s5c5_k10_r4_,spalin,2.256208079624187
s5c5_k10_r4_,spalin-divide-beta1,1.451429341583037
s5c5_k10_r4_,spalin-divide-beta3,1.34556475998639
s5c5_k10_r4_,spalin-divide-beta5,1.192097923016636
s5c5_k10_r4_,spalin-divide-beta7,1.11551702299666
s5c5_k10_r4_,spalin-divide-beta10,0.97751502267504
s5c5_k10_r5_,spalin-spatialonly,2.96160966789779
s5c5_k10_r5_,spalin-divide-beta5-spatialonly,1.158436315898137
s5c5_k10_r5_,spalin,2.24262543056618
s5c5_k10_r5_,spalin-divide-beta1,1.44703982454782
s5c5_k10_r5_,spalin-divide-beta3,1.341609171914784
s5c5_k10_r5_,spalin-divide-beta5,1.190239744325341
s5c5_k10_r5_,spalin-divide-beta7,1.116563858472388
s5c5_k10_r5_,spalin-divide-beta10,0.970484049354985
s5c2_k10_r1_,spalin-spatialonly,4.22685499170489
s5c2_k10_r1_,spalin-divide-beta5-spatialonly,1.285315161980835
s5c2_k10_r1_,spalin,3.031377163583392
s5c2_k10_r1_,spalin-divide-beta1,1.694990895776803
s5c2_k10_r1_,spalin-divide-beta3,1.600258649658689
s5c2_k10_r1_,spalin-divide-beta5,1.502666876427774
s5c2_k10_r1_,spalin-divide-beta7,1.404064703534605
s5c2_k10_r1_,spalin-divide-beta10,1.182453758378699
s5c2_k10_r2_,spalin-spatialonly,4.22685499170489
s5c2_k10_r2_,spalin-divide-beta5-spatialonly,1.285308559631166
s5c2_k10_r2_,spalin,2.350529139958695
s5c2_k10_r2_,spalin-divide-beta1,1.49126554427242
s5c2_k10_r2_,spalin-divide-beta3,1.404884500597156
s5c2_k10_r2_,spalin-divide-beta5,1.3153376341853
s5c2_k10_r2_,spalin-divide-beta7,1.22544182894223
s5c2_k10_r2_,spalin-divide-beta10,1.095319985000491
s5c2_k10_r3_,spalin-spatialonly,4.22685499170489
s5c2_k10_r3_,spalin-divide-beta5-spatialonly,1.2853081078746
s5c2_k10_r3_,spalin,2.39070908635437
s5c2_k10_r3_,spalin-divide-beta1,1.50558984113056
s5c2_k10_r3_,spalin-divide-beta3,1.422223838780501
s5c2_k10_r3_,spalin-divide-beta5,1.336473771941233
s5c2_k10_r3_,spalin-divide-beta7,1.250949085182384
s5c2_k10_r3_,spalin-divide-beta10,1.13609304804827
s5c2_k10_r4_,spalin-spatialonly,4.22685499170489
s5c2_k10_r4_,spalin-divide-beta5-spatialonly,1.2853156520417
s5c2_k10_r4_,spalin,3.09599728892957
s5c2_k10_r4_,spalin-divide-beta1,1.71734620129832
s5c2_k10_r4_,spalin-divide-beta3,1.630845646479668
s5c2_k10_r4_,spalin-divide-beta5,1.52012935997727
s5c2_k10_r4_,spalin-divide-beta7,1.378718196349573
s5c2_k10_r4_,spalin-divide-beta10,1.275431386091152
s5c2_k10_r5_,spalin-spatialonly,4.22685499170489
s5c2_k10_r5_,spalin-divide-beta5-spatialonly,1.285316967842064
s5c2_k10_r5_,spalin,2.931413977504395
s5c2_k10_r5_,spalin-divide-beta1,1.669354875214191
s5c2_k10_r5_,spalin-divide-beta3,1.58116675393915
s5c2_k10_r5_,spalin-divide-beta5,1.47950706223622
s5c2_k10_r5_,spalin-divide-beta7,1.335362976063432
s5c2_k10_r5_,spalin-divide-beta10,1.175114808776407
s15c4_k10_r1_,spalin-spatialonly,2.5441959538358
s15c4_k10_r1_,spalin-divide-beta5-spatialonly,1.16496188040797
s15c4_k10_r1_,spalin,2.042297352703027
s15c4_k10_r1_,spalin-divide-beta1,1.37960151574418
s15c4_k10_r1_,spalin-divide-beta3,1.275967970588786
s15c4_k10_r1_,spalin-divide-beta5,1.165801290987491
s15c4_k10_r1_,spalin-divide-beta7,1.049644722587234
s15c4_k10_r1_,spalin-divide-beta10,0.920919251699758
s15c4_k10_r2_,spalin-spatialonly,2.5441959538358
s15c4_k10_r2_,spalin-divide-beta5-spatialonly,1.166988960697885
s15c4_k10_r2_,spalin,2.312615642566951
s15c4_k10_r2_,spalin-divide-beta1,1.467635925530481
s15c4_k10_r2_,spalin-divide-beta3,1.356962027367535
s15c4_k10_r2_,spalin-divide-beta5,1.2407183661693
s15c4_k10_r2_,spalin-divide-beta7,1.083233332906127
s15c4_k10_r2_,spalin-divide-beta10,0.97722408130314
s15c4_k10_r3_,spalin-spatialonly,2.5441959538358
s15c4_k10_r3_,spalin-divide-beta5-spatialonly,1.166642424442071
s15c4_k10_r3_,spalin,2.37906890424696
s15c4_k10_r3_,spalin-divide-beta1,1.488632169112607
s15c4_k10_r3_,spalin-divide-beta3,1.377019373506581
s15c4_k10_r3_,spalin-divide-beta5,1.26068626412115
s15c4_k10_r3_,spalin-divide-beta7,1.06646221080098
s15c4_k10_r3_,spalin-divide-beta10,0.984931284930637
s15c4_k10_r4_,spalin-spatialonly,2.5441959538358
s15c4_k10_r4_,spalin-divide-beta5-spatialonly,1.166134337954788
s15c4_k10_r4_,spalin,2.05575507963142
s15c4_k10_r4_,spalin-divide-beta1,1.384720826376873
s15c4_k10_r4_,spalin-divide-beta3,1.279914931673087
s15c4_k10_r4_,spalin-divide-beta5,1.16847919160269
s15c4_k10_r4_,spalin-divide-beta7,1.052480625345968
s15c4_k10_r4_,spalin-divide-beta10,0.926095539814034
s15c4_k10_r5_,spalin-spatialonly,2.54696217809005
s15c4_k10_r5_,spalin-divide-beta5-spatialonly,1.165593609320847
s15c4_k10_r5_,spalin,2.57238522888584
s15c4_k10_r5_,spalin-divide-beta1,1.550036745891408
s15c4_k10_r5_,spalin-divide-beta3,1.433522756570505
s15c4_k10_r5_,spalin-divide-beta5,1.310761252193805
s15c4_k10_r5_,spalin-divide-beta7,1.125319664070096
s15c4_k10_r5_,spalin-divide-beta10,1.016538136602821
s9c1_k10_r1_,spalin-spatialonly,3.193793447661476
s9c1_k10_r1_,spalin-divide-beta5-spatialonly,1.3378904542338
